,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0021400669,1610612752,Knicks,NYK,New York,240,0.39,0.366,0.148,0.191,0.554,0.446,0.133,0.216
1,0021400669,1610612758,Kings,SAC,Sacramento,240,0.554,0.446,0.133,0.216,0.39,0.366,0.148,0.191
2,0021400801,1610612742,Mavericks,DAL,Dallas,240,0.412,0.187,0.176,0.255,0.456,0.286,0.235,0.457
3,0021400801,1610612760,Thunder,OKC,Oklahoma City,240,0.456,0.286,0.235,0.457,0.412,0.187,0.176,0.255
4,0021400802,1610612746,Clippers,LAC,Los Angeles,240,0.597,0.675,0.126,0.233,0.571,0.274,0.16,0.132
5,0021400802,1610612759,Spurs,SAS,San Antonio,240,0.571,0.274,0.16,0.132,0.597,0.675,0.126,0.233
6,0021400803,1610612740,Pelicans,NOP,New Orleans,240,0.457,0.406,0.139,0.175,0.523,0.068,0.099,0.214
7,0021400803,1610612753,Magic,ORL,Orlando,240,0.523,0.068,0.099,0.214,0.457,0.406,0.139,0.175
8,0021400804,1610612754,Pacers,IND,Indiana,240,0.53,0.265,0.152,0.22,0.452,0.345,0.18,0.3
9,0021400804,1610612755,76ers,PHI,Philadelphia,240,0.452,0.345,0.18,0.3,0.53,0.265,0.152,0.22
10,0021400805,1610612737,Hawks,ATL,Atlanta,240,0.375,0.239,0.223,0.315,0.516,0.083,0.142,0.3
11,0021400805,1610612761,Raptors,TOR,Toronto,240,0.516,0.083,0.142,0.3,0.375,0.239,0.223,0.315
12,0021400806,1610612741,Bulls,CHI,Chicago,240,0.455,0.282,0.211,0.295,0.488,0.393,0.121,0.268
13,0021400806,1610612765,Pistons,DET,Detroit,240,0.488,0.393,0.121,0.268,0.455,0.282,0.211,0.295
14,0021400807,1610612748,Heat,MIA,Miami,240,0.538,0.443,0.209,0.306,0.463,0.195,0.196,0.152
15,0021400807,1610612752,Knicks,NYK,New York,240,0.463,0.195,0.196,0.152,0.538,0.443,0.209,0.306
16,0021400808,1610612750,Timberwolves,MIN,Minnesota,240,0.488,0.442,0.14,0.354,0.489,0.348,0.132,0.333
17,0021400808,1610612756,Suns,PHX,Phoenix,240,0.489,0.348,0.132,0.333,0.488,0.442,0.14,0.354
18,0021400809,1610612739,Cavaliers,CLE,Cleveland,240,0.589,0.311,0.106,0.244,0.448,0.186,0.182,0.273
19,0021400809,1610612764,Wizards,WAS,Washington,240,0.448,0.186,0.182,0.273,0.589,0.311,0.106,0.244
20,0021400810,1610612742,Mavericks,DAL,Dallas,240,0.522,0.194,0.16,0.267,0.483,0.299,0.199,0.269
21,0021400810,1610612745,Rockets,HOU,Houston,240,0.483,0.299,0.199,0.269,0.522,0.194,0.16,0.267
22,0021400811,1610612743,Nuggets,DEN,Denver,240,0.399,0.25,0.159,0.264,0.455,0.282,0.174,0.184
23,0021400811,1610612749,Bucks,MIL,Milwaukee,240,0.455,0.282,0.174,0.184,0.399,0.25,0.159,0.264
24,0021400812,1610612757,Trail Blazers,POR,Portland,240,0.389,0.306,0.142,0.079,0.506,0.205,0.124,0.277
25,0021400812,1610612762,Jazz,UTA,Utah,240,0.506,0.205,0.124,0.277,0.389,0.306,0.142,0.079
26,0021400813,1610612738,Celtics,BOS,Boston,240,0.43,0.26,0.106,0.322,0.53,0.313,0.237,0.447
27,0021400813,1610612758,Kings,SAC,Sacramento,240,0.53,0.313,0.237,0.447,0.43,0.26,0.106,0.322
28,0021400814,1610612744,Warriors,GSW,Golden State,240,0.589,0.214,0.124,0.171,0.519,0.247,0.167,0.233
29,0021400814,1610612759,Spurs,SAS,San Antonio,240,0.519,0.247,0.167,0.233,0.589,0.214,0.124,0.171
30,0021400815,1610612747,Lakers,LAL,Los Angeles,240,0.483,0.326,0.102,0.298,0.528,0.27,0.113,0.289
31,0021400815,1610612751,Nets,BKN,Brooklyn,240,0.528,0.27,0.113,0.289,0.483,0.326,0.102,0.298
32,0021400816,1610612760,Thunder,OKC,Oklahoma City,240,0.468,0.274,0.138,0.388,0.468,0.215,0.09,0.216
33,0021400816,1610612766,Hornets,CHA,Charlotte,240,0.468,0.215,0.09,0.216,0.468,0.274,0.138,0.388
34,0021400817,1610612740,Pelicans,NOP,New Orleans,240,0.47,0.373,0.132,0.256,0.449,0.342,0.179,0.302
35,0021400817,1610612748,Heat,MIA,Miami,240,0.449,0.342,0.179,0.302,0.47,0.373,0.132,0.256
36,0021400818,1610612741,Bulls,CHI,Chicago,240,0.551,0.18,0.172,0.333,0.591,0.091,0.135,0.195
37,0021400818,1610612756,Suns,PHX,Phoenix,240,0.591,0.091,0.135,0.195,0.551,0.18,0.172,0.333
38,0021400819,1610612745,Rockets,HOU,Houston,240,0.452,0.369,0.224,0.256,0.351,0.364,0.233,0.146
39,0021400819,1610612761,Raptors,TOR,Toronto,240,0.351,0.364,0.233,0.146,0.452,0.369,0.224,0.256
40,0021400820,1610612746,Clippers,LAC,Los Angeles,240,0.558,0.295,0.102,0.212,0.364,0.523,0.153,0.246
41,0021400820,1610612758,Kings,SAC,Sacramento,240,0.364,0.523,0.153,0.246,0.558,0.295,0.102,0.212
42,0021400821,1610612739,Cavaliers,CLE,Cleveland,240,0.582,0.19,0.16,0.184,0.389,0.071,0.117,0.322
43,0021400821,1610612752,Knicks,NYK,New York,240,0.389,0.071,0.117,0.322,0.582,0.19,0.16,0.184
44,0021400822,1610612737,Hawks,ATL,Atlanta,240,0.454,0.241,0.2,0.348,0.472,0.25,0.258,0.229
45,0021400822,1610612749,Bucks,MIL,Milwaukee,240,0.472,0.25,0.258,0.229,0.454,0.241,0.2,0.348
46,0021400823,1610612764,Wizards,WAS,Washington,240,0.471,0.165,0.13,0.244,0.489,0.281,0.135,0.347
47,0021400823,1610612765,Pistons,DET,Detroit,240,0.489,0.281,0.135,0.347,0.471,0.165,0.13,0.244
48,0021400824,1610612744,Warriors,GSW,Golden State,240,0.433,0.247,0.105,0.25,0.531,0.284,0.151,0.179
49,0021400824,1610612754,Pacers,IND,Indiana,240,0.531,0.284,0.151,0.179,0.433,0.247,0.105,0.25
50,0021400825,1610612753,Magic,ORL,Orlando,240,0.512,0.317,0.156,0.286,0.545,0.218,0.22,0.297
51,0021400825,1610612755,76ers,PHI,Philadelphia,240,0.545,0.218,0.22,0.297,0.512,0.317,0.156,0.286
52,0021400826,1610612743,Nuggets,DEN,Denver,240,0.397,0.206,0.126,0.262,0.565,0.25,0.171,0.366
53,0021400826,1610612760,Thunder,OKC,Oklahoma City,240,0.565,0.25,0.171,0.366,0.397,0.206,0.126,0.262
54,0021400827,1610612742,Mavericks,DAL,Dallas,240,0.494,0.244,0.157,0.15,0.4,0.144,0.153,0.232
55,0021400827,1610612766,Hornets,CHA,Charlotte,240,0.4,0.144,0.153,0.232,0.494,0.244,0.157,0.15
56,0021400828,1610612757,Trail Blazers,POR,Portland,240,0.482,0.195,0.156,0.182,0.489,0.146,0.075,0.174
57,0021400828,1610612763,Grizzlies,MEM,Memphis,240,0.489,0.146,0.075,0.174,0.482,0.195,0.156,0.182
58,0021400829,1610612738,Celtics,BOS,Boston,265,0.469,0.276,0.157,0.245,0.554,0.452,0.16,0.146
59,0021400829,1610612747,Lakers,LAL,Los Angeles,265,0.554,0.452,0.16,0.146,0.469,0.276,0.157,0.245
60,0021400830,1610612748,Heat,MIA,Miami,240,0.62,0.265,0.172,0.314,0.554,0.333,0.121,0.209
61,0021400830,1610612755,76ers,PHI,Philadelphia,240,0.554,0.333,0.121,0.209,0.62,0.265,0.172,0.314
62,0021400831,1610612741,Bulls,CHI,Chicago,240,0.408,0.421,0.209,0.383,0.36,0.146,0.108,0.214
63,0021400831,1610612749,Bucks,MIL,Milwaukee,240,0.36,0.146,0.108,0.214,0.408,0.421,0.209,0.383
64,0021400832,1610612745,Rockets,HOU,Houston,240,0.479,0.362,0.155,0.367,0.36,0.419,0.182,0.37
65,0021400832,1610612750,Timberwolves,MIN,Minnesota,240,0.36,0.419,0.182,0.37,0.479,0.362,0.155,0.367
66,0021400833,1610612740,Pelicans,NOP,New Orleans,240,0.577,0.205,0.189,0.333,0.446,0.369,0.089,0.308
67,0021400833,1610612761,Raptors,TOR,Toronto,240,0.446,0.369,0.089,0.308,0.577,0.205,0.189,0.333
68,0021400834,1610612743,Nuggets,DEN,Denver,240,0.367,0.234,0.15,0.306,0.489,0.25,0.102,0.318
69,0021400834,1610612751,Nets,BKN,Brooklyn,240,0.489,0.25,0.102,0.318,0.367,0.234,0.15,0.306
70,0021400835,1610612738,Celtics,BOS,Boston,240,0.517,0.337,0.139,0.205,0.5,0.165,0.16,0.313
71,0021400835,1610612756,Suns,PHX,Phoenix,240,0.5,0.165,0.16,0.313,0.517,0.337,0.139,0.205
72,0021400836,1610612759,Spurs,SAS,San Antonio,240,0.437,0.266,0.224,0.24,0.434,0.277,0.137,0.256
73,0021400836,1610612762,Jazz,UTA,Utah,240,0.434,0.277,0.137,0.256,0.437,0.266,0.224,0.24
74,0021400837,1610612746,Clippers,LAC,Los Angeles,240,0.5,0.152,0.15,0.128,0.438,0.321,0.106,0.186
75,0021400837,1610612763,Grizzlies,MEM,Memphis,240,0.438,0.321,0.106,0.186,0.5,0.152,0.15,0.128
76,0021400838,1610612744,Warriors,GSW,Golden State,240,0.567,0.189,0.088,0.1,0.563,0.266,0.247,0.265
77,0021400838,1610612764,Wizards,WAS,Washington,240,0.563,0.266,0.247,0.265,0.567,0.189,0.088,0.1
78,0021400839,1610612739,Cavaliers,CLE,Cleveland,240,0.532,0.312,0.152,0.103,0.457,0.366,0.151,0.234
79,0021400839,1610612765,Pistons,DET,Detroit,240,0.457,0.366,0.151,0.234,0.532,0.312,0.152,0.103
80,0021400840,1610612754,Pacers,IND,Indiana,240,0.483,0.125,0.143,0.176,0.464,0.188,0.101,0.278
81,0021400840,1610612760,Thunder,OKC,Oklahoma City,240,0.464,0.188,0.101,0.278,0.483,0.125,0.143,0.176
82,0021400841,1610612742,Mavericks,DAL,Dallas,240,0.532,0.228,0.202,0.211,0.506,0.131,0.188,0.179
83,0021400841,1610612761,Raptors,TOR,Toronto,240,0.506,0.131,0.188,0.179,0.532,0.228,0.202,0.211
84,0021400842,1610612748,Heat,MIA,Miami,265,0.417,0.381,0.135,0.174,0.462,0.397,0.193,0.261
85,0021400842,1610612753,Magic,ORL,Orlando,265,0.462,0.397,0.193,0.261,0.417,0.381,0.135,0.174
86,0021400843,1610612737,Hawks,ATL,Atlanta,240,0.535,0.188,0.118,0.244,0.456,0.225,0.176,0.295
87,0021400843,1610612742,Mavericks,DAL,Dallas,240,0.456,0.225,0.176,0.295,0.535,0.188,0.118,0.244
88,0021400844,1610612738,Celtics,BOS,Boston,240,0.59,0.241,0.143,0.2,0.427,0.378,0.13,0.191
89,0021400844,1610612752,Knicks,NYK,New York,240,0.427,0.378,0.13,0.191,0.59,0.241,0.143,0.2
90,0021400845,1610612741,Bulls,CHI,Chicago,240,0.461,0.299,0.133,0.214,0.488,0.25,0.1,0.261
91,0021400845,1610612766,Hornets,CHA,Charlotte,240,0.488,0.25,0.1,0.261,0.461,0.299,0.133,0.214
92,0021400846,1610612745,Rockets,HOU,Houston,240,0.506,0.341,0.101,0.245,0.5,0.209,0.155,0.261
93,0021400846,1610612746,Clippers,LAC,Los Angeles,240,0.5,0.209,0.155,0.261,0.506,0.341,0.101,0.245
94,0021400847,1610612749,Bucks,MIL,Milwaukee,240,0.567,0.195,0.238,0.316,0.487,0.253,0.282,0.279
95,0021400847,1610612755,76ers,PHI,Philadelphia,240,0.487,0.253,0.282,0.279,0.567,0.195,0.238,0.316
96,0021400848,1610612750,Timberwolves,MIN,Minnesota,240,0.457,0.346,0.178,0.233,0.402,0.092,0.191,0.189
97,0021400848,1610612764,Wizards,WAS,Washington,240,0.402,0.092,0.191,0.189,0.457,0.346,0.178,0.233
98,0021400849,1610612740,Pelicans,NOP,New Orleans,240,0.588,0.257,0.208,0.171,0.462,0.163,0.117,0.178
99,0021400849,1610612751,Nets,BKN,Brooklyn,240,0.462,0.163,0.117,0.178,0.588,0.257,0.208,0.171
100,0021400850,1610612743,Nuggets,DEN,Denver,240,0.457,0.407,0.158,0.192,0.473,0.352,0.204,0.434
101,0021400850,1610612756,Suns,PHX,Phoenix,240,0.473,0.352,0.204,0.434,0.457,0.407,0.158,0.192
102,0021400851,1610612747,Lakers,LAL,Los Angeles,240,0.461,0.236,0.106,0.292,0.514,0.466,0.219,0.317
103,0021400851,1610612762,Jazz,UTA,Utah,240,0.514,0.466,0.219,0.317,0.461,0.236,0.106,0.292
104,0021400852,1610612758,Kings,SAC,Sacramento,240,0.525,0.313,0.212,0.351,0.429,0.274,0.175,0.292
105,0021400852,1610612763,Grizzlies,MEM,Memphis,240,0.429,0.274,0.175,0.292,0.525,0.313,0.212,0.351
106,0021400853,1610612757,Trail Blazers,POR,Portland,240,0.582,0.176,0.15,0.308,0.482,0.165,0.138,0.233
107,0021400853,1610612759,Spurs,SAS,San Antonio,240,0.482,0.165,0.138,0.233,0.582,0.176,0.15,0.308
108,0021400854,1610612739,Cavaliers,CLE,Cleveland,240,0.526,0.455,0.159,0.211,0.484,0.207,0.139,0.246
109,0021400854,1610612744,Warriors,GSW,Golden State,240,0.484,0.207,0.139,0.246,0.526,0.455,0.159,0.211
110,0021400855,1610612756,Suns,PHX,Phoenix,265,0.541,0.216,0.143,0.213,0.426,0.297,0.09,0.236
111,0021400855,1610612760,Thunder,OKC,Oklahoma City,265,0.426,0.297,0.09,0.236,0.541,0.216,0.143,0.213
112,0021400856,1610612739,Cavaliers,CLE,Cleveland,240,0.408,0.152,0.151,0.259,0.463,0.363,0.086,0.186
113,0021400856,1610612754,Pacers,IND,Indiana,240,0.463,0.363,0.086,0.186,0.408,0.152,0.151,0.259
114,0021400857,1610612755,76ers,PHI,Philadelphia,240,0.425,0.425,0.153,0.24,0.344,0.237,0.127,0.241
115,0021400857,1610612764,Wizards,WAS,Washington,240,0.344,0.237,0.127,0.241,0.425,0.425,0.153,0.24
116,0021400858,1610612737,Hawks,ATL,Atlanta,240,0.531,0.148,0.193,0.268,0.506,0.163,0.201,0.244
117,0021400858,1610612753,Magic,ORL,Orlando,240,0.506,0.163,0.201,0.244,0.531,0.148,0.193,0.268
118,0021400859,1610612738,Celtics,BOS,Boston,240,0.49,0.156,0.083,0.259,0.512,0.207,0.164,0.195
119,0021400859,1610612766,Hornets,CHA,Charlotte,240,0.512,0.207,0.164,0.195,0.49,0.156,0.083,0.259
120,0021400860,1610612752,Knicks,NYK,New York,290,0.44,0.239,0.097,0.321,0.443,0.412,0.132,0.286
121,0021400860,1610612765,Pistons,DET,Detroit,290,0.443,0.412,0.132,0.286,0.44,0.239,0.097,0.321
122,0021400861,1610612744,Warriors,GSW,Golden State,240,0.557,0.218,0.131,0.209,0.429,0.364,0.189,0.174
123,0021400861,1610612761,Raptors,TOR,Toronto,240,0.429,0.364,0.189,0.174,0.557,0.218,0.131,0.209
124,0021400862,1610612741,Bulls,CHI,Chicago,240,0.432,0.167,0.11,0.386,0.442,0.403,0.139,0.244
125,0021400862,1610612750,Timberwolves,MIN,Minnesota,240,0.442,0.403,0.139,0.244,0.432,0.167,0.11,0.386
126,0021400863,1610612745,Rockets,HOU,Houston,240,0.518,0.202,0.144,0.2,0.471,0.235,0.172,0.267
127,0021400863,1610612751,Nets,BKN,Brooklyn,240,0.471,0.235,0.172,0.267,0.518,0.202,0.144,0.2
128,0021400864,1610612746,Clippers,LAC,Los Angeles,240,0.519,0.359,0.129,0.231,0.397,0.172,0.162,0.224
129,0021400864,1610612763,Grizzlies,MEM,Memphis,240,0.397,0.172,0.162,0.224,0.519,0.359,0.129,0.231
130,0021400865,1610612740,Pelicans,NOP,New Orleans,240,0.553,0.355,0.12,0.219,0.536,0.19,0.076,0.167
131,0021400865,1610612748,Heat,MIA,Miami,240,0.536,0.19,0.076,0.167,0.553,0.355,0.12,0.219
132,0021400866,1610612743,Nuggets,DEN,Denver,240,0.381,0.345,0.157,0.314,0.64,0.309,0.249,0.286
133,0021400866,1610612762,Jazz,UTA,Utah,240,0.64,0.309,0.249,0.286,0.381,0.345,0.157,0.314
134,0021400867,1610612758,Kings,SAC,Sacramento,240,0.487,0.291,0.172,0.179,0.443,0.364,0.061,0.2
135,0021400867,1610612759,Spurs,SAS,San Antonio,240,0.443,0.364,0.061,0.2,0.487,0.291,0.172,0.179
136,0021400868,1610612747,Lakers,LAL,Los Angeles,240,0.506,0.259,0.123,0.2,0.414,0.333,0.113,0.241
137,0021400868,1610612749,Bucks,MIL,Milwaukee,240,0.414,0.333,0.113,0.241,0.506,0.259,0.123,0.2
138,0021400869,1610612757,Trail Blazers,POR,Portland,240,0.494,0.348,0.09,0.261,0.5,0.234,0.125,0.295
139,0021400869,1610612760,Thunder,OKC,Oklahoma City,240,0.5,0.234,0.125,0.295,0.494,0.348,0.09,0.261
140,0021400870,1610612764,Wizards,WAS,Washington,240,0.519,0.321,0.144,0.279,0.532,0.266,0.185,0.225
141,0021400870,1610612765,Pistons,DET,Detroit,240,0.532,0.266,0.185,0.225,0.519,0.321,0.144,0.279
142,0021400871,1610612737,Hawks,ATL,Atlanta,240,0.494,0.253,0.2,0.195,0.438,0.259,0.232,0.326
143,0021400871,1610612748,Heat,MIA,Miami,240,0.438,0.259,0.232,0.326,0.494,0.253,0.2,0.195
144,0021400872,1610612752,Knicks,NYK,New York,240,0.487,0.507,0.134,0.211,0.469,0.346,0.126,0.217
145,0021400872,1610612761,Raptors,TOR,Toronto,240,0.469,0.346,0.126,0.217,0.487,0.507,0.134,0.211
146,0021400873,1610612750,Timberwolves,MIN,Minnesota,240,0.426,0.307,0.125,0.302,0.625,0.453,0.253,0.24
147,0021400873,1610612763,Grizzlies,MEM,Memphis,240,0.625,0.453,0.253,0.24,0.426,0.307,0.125,0.302
148,0021400874,1610612742,Mavericks,DAL,Dallas,240,0.482,0.22,0.137,0.182,0.584,0.299,0.166,0.293
149,0021400874,1610612751,Nets,BKN,Brooklyn,240,0.584,0.299,0.166,0.293,0.482,0.22,0.137,0.182
150,0021400875,1610612756,Suns,PHX,Phoenix,240,0.327,0.286,0.18,0.148,0.467,0.185,0.135,0.227
151,0021400875,1610612759,Spurs,SAS,San Antonio,240,0.467,0.185,0.135,0.227,0.327,0.286,0.18,0.148
152,0021400876,1610612749,Bucks,MIL,Milwaukee,240,0.426,0.189,0.242,0.195,0.421,0.303,0.239,0.295
153,0021400876,1610612762,Jazz,UTA,Utah,240,0.421,0.303,0.239,0.295,0.426,0.189,0.242,0.195
154,0021400877,1610612741,Bulls,CHI,Chicago,240,0.368,0.345,0.126,0.288,0.477,0.276,0.096,0.277
155,0021400877,1610612746,Clippers,LAC,Los Angeles,240,0.477,0.276,0.096,0.277,0.368,0.345,0.126,0.288
156,0021400878,1610612747,Lakers,LAL,Los Angeles,240,0.494,0.2,0.092,0.188,0.469,0.237,0.09,0.286
157,0021400878,1610612760,Thunder,OKC,Oklahoma City,240,0.469,0.237,0.09,0.286,0.494,0.2,0.092,0.188
158,0021400879,1610612757,Trail Blazers,POR,Portland,240,0.554,0.241,0.174,0.297,0.471,0.267,0.127,0.179
159,0021400879,1610612758,Kings,SAC,Sacramento,240,0.471,0.267,0.127,0.179,0.554,0.241,0.174,0.297
160,0021400880,1610612738,Celtics,BOS,Boston,240,0.404,0.156,0.077,0.344,0.484,0.179,0.103,0.278
161,0021400880,1610612744,Warriors,GSW,Golden State,240,0.484,0.179,0.103,0.278,0.404,0.156,0.077,0.344
162,0021400881,1610612754,Pacers,IND,Indiana,240,0.426,0.284,0.14,0.26,0.375,0.202,0.181,0.2
163,0021400881,1610612755,76ers,PHI,Philadelphia,240,0.375,0.202,0.181,0.2,0.426,0.284,0.14,0.26
164,0021400882,1610612753,Magic,ORL,Orlando,240,0.4,0.235,0.116,0.2,0.55,0.175,0.168,0.171
165,0021400882,1610612766,Hornets,CHA,Charlotte,240,0.55,0.175,0.168,0.171,0.4,0.235,0.116,0.2
166,0021400883,1610612739,Cavaliers,CLE,Cleveland,265,0.469,0.214,0.158,0.44,0.534,0.446,0.222,0.205
167,0021400883,1610612745,Rockets,HOU,Houston,265,0.534,0.446,0.222,0.205,0.469,0.214,0.158,0.44
168,0021400884,1610612740,Pelicans,NOP,New Orleans,240,0.52,0.405,0.17,0.243,0.451,0.185,0.135,0.314
169,0021400884,1610612743,Nuggets,DEN,Denver,240,0.451,0.185,0.135,0.314,0.52,0.405,0.17,0.243
170,0021400885,1610612755,76ers,PHI,Philadelphia,240,0.577,0.244,0.173,0.278,0.581,0.3,0.12,0.278
171,0021400885,1610612761,Raptors,TOR,Toronto,240,0.581,0.3,0.12,0.278,0.577,0.244,0.173,0.278
172,0021400886,1610612744,Warriors,GSW,Golden State,240,0.528,0.2,0.156,0.386,0.551,0.18,0.133,0.25
173,0021400886,1610612751,Nets,BKN,Brooklyn,240,0.551,0.18,0.133,0.25,0.528,0.2,0.156,0.386
174,0021400887,1610612748,Heat,MIA,Miami,240,0.567,0.366,0.161,0.293,0.468,0.487,0.191,0.298
175,0021400887,1610612756,Suns,PHX,Phoenix,240,0.468,0.487,0.191,0.298,0.567,0.366,0.161,0.293
176,0021400888,1610612746,Clippers,LAC,Los Angeles,240,0.543,0.207,0.116,0.188,0.463,0.427,0.118,0.19
177,0021400888,1610612750,Timberwolves,MIN,Minnesota,240,0.463,0.427,0.118,0.19,0.543,0.207,0.116,0.188
178,0021400889,1610612740,Pelicans,NOP,New Orleans,240,0.541,0.216,0.155,0.256,0.519,0.278,0.081,0.25
179,0021400889,1610612742,Mavericks,DAL,Dallas,240,0.519,0.278,0.081,0.25,0.541,0.216,0.155,0.256
180,0021400890,1610612747,Lakers,LAL,Los Angeles,240,0.488,0.244,0.11,0.14,0.525,0.392,0.12,0.125
181,0021400890,1610612766,Hornets,CHA,Charlotte,240,0.525,0.392,0.12,0.125,0.488,0.244,0.11,0.14
182,0021400891,1610612738,Celtics,BOS,Boston,240,0.392,0.148,0.153,0.216,0.539,0.157,0.117,0.279
183,0021400891,1610612739,Cavaliers,CLE,Cleveland,240,0.539,0.157,0.117,0.279,0.392,0.148,0.153,0.216
184,0021400892,1610612737,Hawks,ATL,Atlanta,240,0.5,0.244,0.148,0.214,0.511,0.1,0.131,0.167
185,0021400892,1610612745,Rockets,HOU,Houston,240,0.511,0.1,0.131,0.167,0.5,0.244,0.148,0.214
186,0021400893,1610612741,Bulls,CHI,Chicago,240,0.481,0.385,0.165,0.256,0.464,0.226,0.118,0.213
187,0021400893,1610612764,Wizards,WAS,Washington,240,0.464,0.226,0.118,0.213,0.481,0.385,0.165,0.256
188,0021400894,1610612762,Jazz,UTA,Utah,240,0.481,0.238,0.177,0.35,0.421,0.232,0.122,0.212
189,0021400894,1610612763,Grizzlies,MEM,Memphis,240,0.421,0.232,0.122,0.212,0.481,0.238,0.177,0.35
190,0021400895,1610612743,Nuggets,DEN,Denver,240,0.523,0.233,0.13,0.195,0.465,0.256,0.138,0.186
191,0021400895,1610612749,Bucks,MIL,Milwaukee,240,0.465,0.256,0.138,0.186,0.523,0.233,0.13,0.195
192,0021400896,1610612752,Knicks,NYK,New York,240,0.434,0.303,0.21,0.256,0.538,0.3,0.118,0.19
193,0021400896,1610612754,Pacers,IND,Indiana,240,0.538,0.3,0.118,0.19,0.434,0.303,0.21,0.256
194,0021400897,1610612753,Magic,ORL,Orlando,240,0.5,0.172,0.199,0.265,0.519,0.342,0.188,0.214
195,0021400897,1610612756,Suns,PHX,Phoenix,240,0.519,0.342,0.188,0.214,0.5,0.172,0.199,0.265
196,0021400898,1610612738,Celtics,BOS,Boston,240,0.42,0.227,0.034,0.231,0.473,0.28,0.16,0.289
197,0021400898,1610612762,Jazz,UTA,Utah,240,0.473,0.28,0.16,0.289,0.42,0.227,0.034,0.231
198,0021400899,1610612751,Nets,BKN,Brooklyn,240,0.415,0.273,0.094,0.245,0.541,0.329,0.132,0.316
199,0021400899,1610612766,Hornets,CHA,Charlotte,240,0.541,0.329,0.132,0.316,0.415,0.273,0.094,0.245
200,0021400900,1610612739,Cavaliers,CLE,Cleveland,240,0.609,0.436,0.097,0.25,0.608,0.215,0.102,0.212
201,0021400900,1610612761,Raptors,TOR,Toronto,240,0.608,0.215,0.102,0.212,0.609,0.436,0.097,0.25
202,0021400901,1610612745,Rockets,HOU,Houston,240,0.552,0.058,0.146,0.279,0.53,0.205,0.107,0.2
203,0021400901,1610612763,Grizzlies,MEM,Memphis,240,0.53,0.205,0.107,0.2,0.552,0.058,0.146,0.279
204,0021400902,1610612743,Nuggets,DEN,Denver,240,0.5,0.109,0.145,0.311,0.409,0.305,0.138,0.245
205,0021400902,1610612750,Timberwolves,MIN,Minnesota,240,0.409,0.305,0.138,0.245,0.5,0.109,0.145,0.311
206,0021400903,1610612740,Pelicans,NOP,New Orleans,240,0.422,0.178,0.155,0.294,0.419,0.097,0.19,0.34
207,0021400903,1610612765,Pistons,DET,Detroit,240,0.419,0.097,0.19,0.34,0.422,0.178,0.155,0.294
208,0021400904,1610612755,76ers,PHI,Philadelphia,265,0.432,0.458,0.146,0.262,0.495,0.354,0.121,0.176
209,0021400904,1610612760,Thunder,OKC,Oklahoma City,265,0.495,0.354,0.121,0.176,0.432,0.458,0.146,0.262
210,0021400905,1610612747,Lakers,LAL,Los Angeles,240,0.472,0.193,0.137,0.143,0.424,0.544,0.15,0.271
211,0021400905,1610612748,Heat,MIA,Miami,240,0.424,0.544,0.15,0.271,0.472,0.193,0.137,0.143
212,0021400906,1610612758,Kings,SAC,Sacramento,240,0.391,0.436,0.175,0.182,0.588,0.188,0.168,0.229
213,0021400906,1610612759,Spurs,SAS,San Antonio,240,0.588,0.188,0.168,0.229,0.391,0.436,0.175,0.182
214,0021400907,1610612744,Warriors,GSW,Golden State,240,0.603,0.342,0.184,0.114,0.456,0.313,0.242,0.348
215,0021400907,1610612749,Bucks,MIL,Milwaukee,240,0.456,0.313,0.242,0.348,0.603,0.342,0.184,0.114
216,0021400908,1610612746,Clippers,LAC,Los Angeles,265,0.443,0.188,0.087,0.15,0.437,0.333,0.151,0.192
217,0021400908,1610612757,Trail Blazers,POR,Portland,265,0.437,0.333,0.151,0.192,0.443,0.188,0.087,0.15
218,0021400909,1610612741,Bulls,CHI,Chicago,240,0.5,0.299,0.104,0.267,0.511,0.216,0.102,0.182
219,0021400909,1610612760,Thunder,OKC,Oklahoma City,240,0.511,0.216,0.102,0.182,0.5,0.299,0.104,0.267
220,0021400910,1610612742,Mavericks,DAL,Dallas,240,0.386,0.091,0.132,0.111,0.457,0.256,0.161,0.186
221,0021400910,1610612757,Trail Blazers,POR,Portland,240,0.457,0.256,0.161,0.186,0.386,0.091,0.132,0.111
222,0021400911,1610612761,Raptors,TOR,Toronto,240,0.445,0.165,0.051,0.1,0.5,0.235,0.162,0.289
223,0021400911,1610612766,Hornets,CHA,Charlotte,240,0.5,0.235,0.162,0.289,0.445,0.165,0.051,0.1
224,0021400912,1610612741,Bulls,CHI,Chicago,240,0.39,0.221,0.139,0.28,0.463,0.413,0.122,0.333
225,0021400912,1610612754,Pacers,IND,Indiana,240,0.463,0.413,0.122,0.333,0.39,0.221,0.139,0.28
226,0021400913,1610612753,Magic,ORL,Orlando,240,0.641,0.141,0.127,0.25,0.506,0.447,0.145,0.396
227,0021400913,1610612758,Kings,SAC,Sacramento,240,0.506,0.447,0.145,0.396,0.641,0.141,0.127,0.25
228,0021400914,1610612755,76ers,PHI,Philadelphia,240,0.42,0.205,0.144,0.26,0.423,0.577,0.198,0.286
