,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
1516,0021500435,1610612747,Lakers,LAL,Los Angeles,240,0.399,0.247,0.122,0.222,0.563,0.179,0.169,0.452
1517,0021500435,1610612760,Thunder,OKC,Oklahoma City,240,0.563,0.179,0.169,0.452,0.399,0.247,0.122,0.222
1518,0021500436,1610612740,Pelicans,NOP,New Orleans,265,0.433,0.122,0.178,0.132,0.432,0.307,0.168,0.224
1519,0021500436,1610612748,Heat,MIA,Miami,265,0.432,0.307,0.168,0.224,0.433,0.122,0.178,0.132
1520,0021500437,1610612741,Bulls,CHI,Chicago,240,0.473,0.217,0.159,0.348,0.417,0.24,0.137,0.327
1521,0021500437,1610612760,Thunder,OKC,Oklahoma City,240,0.417,0.24,0.137,0.327,0.473,0.217,0.159,0.348
1522,0021500438,1610612739,Cavaliers,CLE,Cleveland,240,0.342,0.263,0.11,0.293,0.442,0.346,0.163,0.174
1523,0021500438,1610612744,Warriors,GSW,Golden State,240,0.442,0.346,0.163,0.174,0.342,0.263,0.11,0.293
1524,0021500439,1610612745,Rockets,HOU,Houston,240,0.48,0.351,0.18,0.195,0.438,0.091,0.18,0.292
1525,0021500439,1610612759,Spurs,SAS,San Antonio,240,0.438,0.091,0.18,0.292,0.48,0.351,0.18,0.195
1526,0021500440,1610612746,Clippers,LAC,Los Angeles,240,0.506,0.129,0.164,0.19,0.461,0.325,0.163,0.14
1527,0021500440,1610612747,Lakers,LAL,Los Angeles,240,0.461,0.325,0.163,0.14,0.506,0.129,0.164,0.19
1528,0021500441,1610612749,Bucks,MIL,Milwaukee,240,0.457,0.222,0.14,0.205,0.599,0.235,0.101,0.237
1529,0021500441,1610612761,Raptors,TOR,Toronto,240,0.599,0.235,0.101,0.237,0.457,0.222,0.14,0.205
1530,0021500442,1610612737,Hawks,ATL,Atlanta,240,0.58,0.205,0.095,0.25,0.525,0.21,0.231,0.308
1531,0021500442,1610612752,Knicks,NYK,New York,240,0.525,0.21,0.231,0.308,0.58,0.205,0.095,0.25
1532,0021500443,1610612763,Grizzlies,MEM,Memphis,240,0.45,0.233,0.144,0.308,0.507,0.464,0.208,0.179
1533,0021500443,1610612766,Hornets,CHA,Charlotte,240,0.507,0.464,0.208,0.179,0.45,0.233,0.144,0.308
1534,0021500444,1610612748,Heat,MIA,Miami,240,0.558,0.299,0.103,0.265,0.601,0.165,0.117,0.237
1535,0021500444,1610612753,Magic,ORL,Orlando,240,0.601,0.165,0.117,0.237,0.558,0.299,0.103,0.265
1536,0021500445,1610612740,Pelicans,NOP,New Orleans,240,0.593,0.347,0.169,0.242,0.542,0.238,0.117,0.238
1537,0021500445,1610612745,Rockets,HOU,Houston,240,0.542,0.238,0.117,0.238,0.593,0.347,0.169,0.242
1538,0021500446,1610612738,Celtics,BOS,Boston,240,0.488,0.274,0.153,0.25,0.418,0.275,0.16,0.333
1539,0021500446,1610612765,Pistons,DET,Detroit,240,0.418,0.275,0.16,0.333,0.488,0.274,0.153,0.25
1540,0021500447,1610612751,Nets,BKN,Brooklyn,240,0.511,0.18,0.2,0.333,0.571,0.262,0.13,0.171
1541,0021500447,1610612764,Wizards,WAS,Washington,240,0.571,0.262,0.13,0.171,0.511,0.18,0.2,0.333
1542,0021500448,1610612750,Timberwolves,MIN,Minnesota,240,0.493,0.24,0.229,0.237,0.556,0.175,0.232,0.294
1543,0021500448,1610612754,Pacers,IND,Indiana,240,0.556,0.175,0.232,0.294,0.493,0.24,0.229,0.237
1544,0021500449,1610612741,Bulls,CHI,Chicago,240,0.59,0.333,0.191,0.333,0.552,0.322,0.126,0.364
1545,0021500449,1610612742,Mavericks,DAL,Dallas,240,0.552,0.322,0.126,0.364,0.59,0.333,0.191,0.333
1546,0021500450,1610612743,Nuggets,DEN,Denver,240,0.471,0.07,0.157,0.205,0.525,0.21,0.142,0.263
1547,0021500450,1610612759,Spurs,SAS,San Antonio,240,0.525,0.21,0.142,0.263,0.471,0.07,0.157,0.205
1548,0021500451,1610612755,76ers,PHI,Philadelphia,240,0.557,0.342,0.21,0.216,0.443,0.386,0.142,0.231
1549,0021500451,1610612756,Suns,PHX,Phoenix,240,0.443,0.386,0.142,0.231,0.557,0.342,0.21,0.216
1550,0021500452,1610612746,Clippers,LAC,Los Angeles,240,0.563,0.304,0.136,0.2,0.554,0.365,0.17,0.229
1551,0021500452,1610612762,Jazz,UTA,Utah,240,0.554,0.365,0.17,0.229,0.563,0.304,0.136,0.2
1552,0021500453,1610612739,Cavaliers,CLE,Cleveland,240,0.435,0.195,0.186,0.188,0.511,0.213,0.093,0.233
1553,0021500453,1610612757,Trail Blazers,POR,Portland,240,0.511,0.213,0.093,0.233,0.435,0.195,0.186,0.188
1554,0021500458,1610612747,Lakers,LAL,Los Angeles,240,0.465,0.271,0.119,0.133,0.517,0.247,0.107,0.167
1555,0021500458,1610612766,Hornets,CHA,Charlotte,240,0.517,0.247,0.107,0.167,0.465,0.271,0.119,0.133
1556,0021500459,1610612737,Hawks,ATL,Atlanta,240,0.459,0.338,0.222,0.216,0.477,0.207,0.152,0.234
1557,0021500459,1610612754,Pacers,IND,Indiana,240,0.477,0.207,0.152,0.234,0.459,0.338,0.222,0.216
1558,0021500460,1610612740,Pelicans,NOP,New Orleans,240,0.476,0.181,0.14,0.233,0.591,0.134,0.117,0.111
1559,0021500460,1610612753,Magic,ORL,Orlando,240,0.591,0.134,0.117,0.111,0.476,0.181,0.14,0.233
1560,0021500461,1610612746,Clippers,LAC,Los Angeles,240,0.571,0.321,0.157,0.086,0.431,0.276,0.167,0.277
1561,0021500461,1610612764,Wizards,WAS,Washington,240,0.431,0.276,0.167,0.277,0.571,0.321,0.157,0.086
1562,0021500462,1610612748,Heat,MIA,Miami,240,0.526,0.385,0.149,0.244,0.512,0.439,0.137,0.34
1563,0021500462,1610612751,Nets,BKN,Brooklyn,240,0.512,0.439,0.137,0.34,0.526,0.385,0.149,0.244
1564,0021500463,1610612741,Bulls,CHI,Chicago,240,0.506,0.276,0.113,0.239,0.466,0.273,0.074,0.224
1565,0021500463,1610612761,Raptors,TOR,Toronto,240,0.466,0.273,0.074,0.224,0.506,0.276,0.113,0.239
1566,0021500464,1610612742,Mavericks,DAL,Dallas,240,0.512,0.31,0.043,0.122,0.506,0.19,0.19,0.243
1567,0021500464,1610612749,Bucks,MIL,Milwaukee,240,0.506,0.19,0.19,0.243,0.512,0.31,0.043,0.122
1568,0021500465,1610612750,Timberwolves,MIN,Minnesota,240,0.494,0.293,0.148,0.162,0.549,0.389,0.176,0.161
1569,0021500465,1610612759,Spurs,SAS,San Antonio,240,0.549,0.389,0.176,0.161,0.494,0.293,0.148,0.162
1570,0021500466,1610612739,Cavaliers,CLE,Cleveland,240,0.585,0.352,0.191,0.25,0.525,0.253,0.178,0.341
1571,0021500466,1610612756,Suns,PHX,Phoenix,240,0.525,0.253,0.178,0.341,0.585,0.352,0.191,0.25
1572,0021500467,1610612755,76ers,PHI,Philadelphia,240,0.448,0.221,0.172,0.174,0.375,0.429,0.183,0.341
1573,0021500467,1610612762,Jazz,UTA,Utah,240,0.375,0.429,0.183,0.341,0.448,0.221,0.172,0.174
1574,0021500468,1610612744,Warriors,GSW,Golden State,240,0.596,0.27,0.172,0.271,0.458,0.295,0.137,0.22
1575,0021500468,1610612758,Kings,SAC,Sacramento,240,0.458,0.295,0.137,0.22,0.596,0.27,0.172,0.271
1576,0021500469,1610612752,Knicks,NYK,New York,240,0.595,0.215,0.111,0.2,0.472,0.191,0.109,0.333
1577,0021500469,1610612765,Pistons,DET,Detroit,240,0.472,0.191,0.109,0.333,0.595,0.215,0.111,0.2
1578,0021500470,1610612737,Hawks,ATL,Atlanta,240,0.505,0.253,0.114,0.304,0.618,0.542,0.196,0.2
1579,0021500470,1610612745,Rockets,HOU,Houston,240,0.618,0.542,0.196,0.2,0.505,0.253,0.114,0.304
1580,0021500471,1610612748,Heat,MIA,Miami,265,0.513,0.228,0.16,0.211,0.46,0.23,0.111,0.348
1581,0021500471,1610612763,Grizzlies,MEM,Memphis,265,0.46,0.23,0.111,0.348,0.513,0.228,0.16,0.211
1582,0021500472,1610612749,Bucks,MIL,Milwaukee,240,0.54,0.22,0.132,0.375,0.547,0.465,0.115,0.275
1583,0021500472,1610612760,Thunder,OKC,Oklahoma City,240,0.547,0.465,0.115,0.275,0.54,0.22,0.132,0.375
1584,0021500473,1610612739,Cavaliers,CLE,Cleveland,240,0.465,0.256,0.122,0.184,0.444,0.124,0.18,0.255
1585,0021500473,1610612743,Nuggets,DEN,Denver,240,0.444,0.124,0.18,0.255,0.465,0.256,0.122,0.184
1586,0021500474,1610612746,Clippers,LAC,Los Angeles,240,0.627,0.577,0.138,0.242,0.483,0.409,0.112,0.354
1587,0021500474,1610612766,Hornets,CHA,Charlotte,240,0.483,0.409,0.112,0.354,0.627,0.577,0.138,0.242
1588,0021500475,1610612751,Nets,BKN,Brooklyn,240,0.44,0.265,0.128,0.25,0.494,0.256,0.186,0.395
1589,0021500475,1610612753,Magic,ORL,Orlando,240,0.494,0.256,0.186,0.395,0.44,0.265,0.128,0.25
1590,0021500476,1610612738,Celtics,BOS,Boston,240,0.472,0.284,0.1,0.188,0.505,0.245,0.099,0.265
1591,0021500476,1610612747,Lakers,LAL,Los Angeles,240,0.505,0.245,0.099,0.265,0.472,0.284,0.1,0.188
1592,0021500477,1610612761,Raptors,TOR,Toronto,240,0.378,0.476,0.176,0.294,0.448,0.195,0.104,0.167
1593,0021500477,1610612764,Wizards,WAS,Washington,240,0.448,0.195,0.104,0.167,0.378,0.476,0.176,0.294
1594,0021500478,1610612741,Bulls,CHI,Chicago,265,0.465,0.314,0.208,0.318,0.418,0.247,0.124,0.291
1595,0021500478,1610612754,Pacers,IND,Indiana,265,0.418,0.247,0.124,0.291,0.465,0.314,0.208,0.318
1596,0021500479,1610612750,Timberwolves,MIN,Minnesota,240,0.5,0.351,0.137,0.31,0.413,0.25,0.205,0.306
1597,0021500479,1610612762,Jazz,UTA,Utah,240,0.413,0.25,0.205,0.306,0.5,0.351,0.137,0.31
1598,0021500480,1610612742,Mavericks,DAL,Dallas,240,0.598,0.244,0.16,0.293,0.451,0.296,0.126,0.167
1599,0021500480,1610612744,Warriors,GSW,Golden State,240,0.451,0.296,0.126,0.167,0.598,0.244,0.16,0.293
1600,0021500481,1610612756,Suns,PHX,Phoenix,240,0.426,0.222,0.156,0.167,0.605,0.434,0.133,0.176
1601,0021500481,1610612759,Spurs,SAS,San Antonio,240,0.605,0.434,0.133,0.176,0.426,0.222,0.156,0.167
1602,0021500482,1610612743,Nuggets,DEN,Denver,240,0.494,0.218,0.144,0.255,0.54,0.23,0.152,0.273
1603,0021500482,1610612757,Trail Blazers,POR,Portland,240,0.54,0.23,0.152,0.273,0.494,0.218,0.144,0.255
1604,0021500483,1610612755,76ers,PHI,Philadelphia,240,0.473,0.362,0.123,0.291,0.541,0.554,0.206,0.159
1605,0021500483,1610612758,Kings,SAC,Sacramento,240,0.541,0.554,0.206,0.159,0.473,0.362,0.123,0.291
1606,0021500484,1610612749,Bucks,MIL,Milwaukee,240,0.623,0.455,0.164,0.176,0.579,0.317,0.188,0.2
1607,0021500484,1610612754,Pacers,IND,Indiana,240,0.579,0.317,0.188,0.2,0.623,0.455,0.164,0.176
1608,0021500485,1610612744,Warriors,GSW,Golden State,240,0.577,0.321,0.177,0.293,0.538,0.372,0.147,0.114
1609,0021500485,1610612745,Rockets,HOU,Houston,240,0.538,0.372,0.147,0.114,0.577,0.321,0.177,0.293
1610,0021500486,1610612750,Timberwolves,MIN,Minnesota,240,0.436,0.221,0.153,0.13,0.558,0.326,0.165,0.286
1611,0021500486,1610612765,Pistons,DET,Detroit,240,0.558,0.326,0.165,0.286,0.436,0.221,0.153,0.13
1612,0021500487,1610612740,Pelicans,NOP,New Orleans,240,0.482,0.183,0.161,0.128,0.444,0.211,0.123,0.26
1613,0021500487,1610612746,Clippers,LAC,Los Angeles,240,0.444,0.211,0.123,0.26,0.482,0.183,0.161,0.128
1614,0021500488,1610612756,Suns,PHX,Phoenix,240,0.573,0.159,0.181,0.306,0.569,0.3,0.142,0.316
1615,0021500488,1610612760,Thunder,OKC,Oklahoma City,240,0.569,0.3,0.142,0.316,0.573,0.159,0.181,0.306
1616,0021500489,1610612757,Trail Blazers,POR,Portland,240,0.551,0.179,0.126,0.211,0.587,0.128,0.071,0.279
1617,0021500489,1610612762,Jazz,UTA,Utah,240,0.587,0.128,0.071,0.279,0.551,0.179,0.126,0.211
1618,0021500490,1610612753,Magic,ORL,Orlando,240,0.5,0.094,0.164,0.171,0.511,0.109,0.106,0.273
1619,0021500490,1610612764,Wizards,WAS,Washington,240,0.511,0.109,0.106,0.273,0.5,0.094,0.164,0.171
1620,0021500491,1610612742,Mavericks,DAL,Dallas,240,0.403,0.159,0.1,0.236,0.61,0.11,0.143,0.229
1621,0021500491,1610612748,Heat,MIA,Miami,240,0.61,0.11,0.143,0.229,0.403,0.159,0.1,0.236
1622,0021500492,1610612761,Raptors,TOR,Toronto,240,0.478,0.198,0.141,0.408,0.459,0.212,0.122,0.292
1623,0021500492,1610612766,Hornets,CHA,Charlotte,240,0.459,0.212,0.122,0.292,0.478,0.198,0.141,0.408
1624,0021500493,1610612741,Bulls,CHI,Chicago,240,0.518,0.294,0.089,0.311,0.405,0.202,0.13,0.216
1625,0021500493,1610612752,Knicks,NYK,New York,240,0.405,0.202,0.13,0.216,0.518,0.294,0.089,0.311
1626,0021500494,1610612747,Lakers,LAL,Los Angeles,240,0.408,0.333,0.122,0.26,0.393,0.298,0.163,0.26
1627,0021500494,1610612755,76ers,PHI,Philadelphia,240,0.393,0.298,0.163,0.26,0.408,0.333,0.122,0.26
1628,0021500495,1610612738,Celtics,BOS,Boston,240,0.426,0.318,0.142,0.308,0.425,0.237,0.136,0.286
1629,0021500495,1610612751,Nets,BKN,Brooklyn,240,0.425,0.237,0.136,0.286,0.426,0.318,0.142,0.308
1630,0021500496,1610612756,Suns,PHX,Phoenix,240,0.578,0.337,0.149,0.1,0.661,0.391,0.14,0.323
1631,0021500496,1610612758,Kings,SAC,Sacramento,240,0.661,0.391,0.14,0.323,0.578,0.337,0.149,0.1
1632,0021500497,1610612760,Thunder,OKC,Oklahoma City,240,0.5,0.468,0.141,0.27,0.381,0.405,0.042,0.14
1633,0021500497,1610612766,Hornets,CHA,Charlotte,240,0.381,0.405,0.042,0.14,0.5,0.468,0.141,0.27
1634,0021500498,1610612754,Pacers,IND,Indiana,240,0.5,0.397,0.149,0.143,0.371,0.247,0.099,0.226
1635,0021500498,1610612765,Pistons,DET,Detroit,240,0.371,0.247,0.099,0.226,0.5,0.397,0.149,0.143
1636,0021500499,1610612739,Cavaliers,CLE,Cleveland,240,0.488,0.476,0.074,0.231,0.421,0.224,0.151,0.109
1637,0021500499,1610612753,Magic,ORL,Orlando,240,0.421,0.224,0.151,0.109,0.488,0.476,0.074,0.231
1638,0021500500,1610612749,Bucks,MIL,Milwaukee,240,0.48,0.373,0.146,0.262,0.411,0.286,0.169,0.302
1639,0021500500,1610612750,Timberwolves,MIN,Minnesota,240,0.411,0.286,0.169,0.302,0.48,0.373,0.146,0.262
1640,0021500501,1610612740,Pelicans,NOP,New Orleans,240,0.518,0.289,0.183,0.231,0.494,0.229,0.128,0.064
1641,0021500501,1610612742,Mavericks,DAL,Dallas,240,0.494,0.229,0.128,0.064,0.518,0.289,0.183,0.231
1642,0021500502,1610612745,Rockets,HOU,Houston,240,0.561,0.446,0.166,0.205,0.599,0.221,0.113,0.216
1643,0021500502,1610612759,Spurs,SAS,San Antonio,240,0.599,0.221,0.113,0.216,0.561,0.446,0.166,0.205
1644,0021500503,1610612762,Jazz,UTA,Utah,265,0.473,0.373,0.178,0.22,0.451,0.321,0.133,0.17
1645,0021500503,1610612763,Grizzlies,MEM,Memphis,265,0.451,0.321,0.133,0.17,0.473,0.373,0.178,0.22
1646,0021500504,1610612743,Nuggets,DEN,Denver,265,0.443,0.219,0.125,0.387,0.558,0.267,0.138,0.243
1647,0021500504,1610612744,Warriors,GSW,Golden State,265,0.558,0.267,0.138,0.243,0.443,0.219,0.125,0.387
1648,0021500505,1610612746,Clippers,LAC,Los Angeles,240,0.679,0.309,0.149,0.2,0.511,0.191,0.121,0.18
1649,0021500505,1610612755,76ers,PHI,Philadelphia,240,0.511,0.191,0.121,0.18,0.679,0.309,0.149,0.2
1650,0021500506,1610612737,Hawks,ATL,Atlanta,240,0.488,0.238,0.149,0.171,0.563,0.159,0.163,0.324
1651,0021500506,1610612752,Knicks,NYK,New York,240,0.563,0.159,0.163,0.324,0.488,0.238,0.149,0.171
1652,0021500507,1610612741,Bulls,CHI,Chicago,240,0.567,0.305,0.115,0.25,0.527,0.207,0.093,0.277
1653,0021500507,1610612761,Raptors,TOR,Toronto,240,0.527,0.207,0.093,0.277,0.567,0.305,0.115,0.25
1654,0021500508,1610612748,Heat,MIA,Miami,240,0.506,0.14,0.136,0.209,0.363,0.143,0.114,0.196
1655,0021500508,1610612764,Wizards,WAS,Washington,240,0.363,0.143,0.114,0.196,0.506,0.14,0.136,0.209
1656,0021500509,1610612743,Nuggets,DEN,Denver,240,0.469,0.6,0.095,0.306,0.57,0.405,0.114,0.235
1657,0021500509,1610612757,Trail Blazers,POR,Portland,240,0.57,0.405,0.114,0.235,0.469,0.6,0.095,0.306
1658,0021500510,1610612747,Lakers,LAL,Los Angeles,240,0.5,0.202,0.162,0.2,0.393,0.101,0.143,0.167
1659,0021500510,1610612756,Suns,PHX,Phoenix,240,0.393,0.101,0.143,0.167,0.5,0.202,0.162,0.2
1660,0021500511,1610612739,Cavaliers,CLE,Cleveland,240,0.669,0.351,0.158,0.379,0.548,0.397,0.124,0.216
1661,0021500511,1610612761,Raptors,TOR,Toronto,240,0.548,0.397,0.124,0.216,0.669,0.351,0.158,0.379
1662,0021500512,1610612750,Timberwolves,MIN,Minnesota,240,0.548,0.329,0.18,0.194,0.575,0.161,0.173,0.364
1663,0021500512,1610612755,76ers,PHI,Philadelphia,240,0.575,0.161,0.173,0.364,0.548,0.329,0.18,0.194
1664,0021500513,1610612738,Celtics,BOS,Boston,240,0.478,0.207,0.073,0.245,0.412,0.318,0.148,0.308
1665,0021500513,1610612751,Nets,BKN,Brooklyn,240,0.412,0.318,0.148,0.308,0.478,0.207,0.073,0.245
1666,0021500514,1610612753,Magic,ORL,Orlando,240,0.481,0.136,0.12,0.122,0.568,0.239,0.112,0.419
1667,0021500514,1610612765,Pistons,DET,Detroit,240,0.568,0.239,0.112,0.419,0.481,0.136,0.12,0.122
1668,0021500515,1610612748,Heat,MIA,Miami,265,0.406,0.433,0.08,0.268,0.436,0.266,0.108,0.275
1669,0021500515,1610612754,Pacers,IND,Indiana,265,0.436,0.266,0.108,0.275,0.406,0.433,0.08,0.268
1670,0021500516,1610612749,Bucks,MIL,Milwaukee,240,0.5,0.39,0.166,0.244,0.594,0.222,0.132,0.342
1671,0021500516,1610612759,Spurs,SAS,San Antonio,240,0.594,0.222,0.132,0.342,0.5,0.39,0.166,0.244
1672,0021500517,1610612758,Kings,SAC,Sacramento,240,0.489,0.438,0.139,0.317,0.494,0.258,0.145,0.239
1673,0021500517,1610612760,Thunder,OKC,Oklahoma City,240,0.494,0.258,0.145,0.239,0.489,0.438,0.139,0.317
1674,0021500518,1610612745,Rockets,HOU,Houston,240,0.566,0.309,0.183,0.171,0.48,0.333,0.184,0.349
1675,0021500518,1610612762,Jazz,UTA,Utah,240,0.48,0.333,0.184,0.349,0.566,0.309,0.183,0.171
1676,0021500519,1610612757,Trail Blazers,POR,Portland,240,0.438,0.333,0.226,0.167,0.401,0.286,0.132,0.327
1677,0021500519,1610612763,Grizzlies,MEM,Memphis,240,0.401,0.286,0.132,0.327,0.438,0.333,0.226,0.167
1678,0021500520,1610612744,Warriors,GSW,Golden State,240,0.603,0.069,0.113,0.083,0.483,0.221,0.139,0.19
1679,0021500520,1610612766,Hornets,CHA,Charlotte,240,0.483,0.221,0.139,0.19,0.603,0.069,0.113,0.083
1680,0021500521,1610612737,Hawks,ATL,Atlanta,240,0.511,0.218,0.138,0.286,0.506,0.286,0.097,0.289
1681,0021500521,1610612752,Knicks,NYK,New York,240,0.506,0.286,0.097,0.289,0.511,0.218,0.138,0.286
1682,0021500522,1610612741,Bulls,CHI,Chicago,240,0.584,0.241,0.15,0.212,0.48,0.137,0.099,0.309
1683,0021500522,1610612749,Bucks,MIL,Milwaukee,240,0.48,0.137,0.099,0.309,0.584,0.241,0.15,0.212
1684,0021500523,1610612742,Mavericks,DAL,Dallas,290,0.52,0.235,0.152,0.245,0.535,0.141,0.172,0.176
1685,0021500523,1610612758,Kings,SAC,Sacramento,290,0.535,0.141,0.172,0.176,0.52,0.235,0.152,0.245
1686,0021500524,1610612744,Warriors,GSW,Golden State,240,0.541,0.244,0.114,0.213,0.346,0.33,0.127,0.254
1687,0021500524,1610612747,Lakers,LAL,Los Angeles,240,0.346,0.33,0.127,0.254,0.541,0.244,0.114,0.213
1688,0021500525,1610612748,Heat,MIA,Miami,240,0.463,0.183,0.145,0.293,0.579,0.257,0.151,0.179
1689,0021500525,1610612752,Knicks,NYK,New York,240,0.579,0.257,0.151,0.179,0.463,0.183,0.145,0.293
1690,0021500526,1610612753,Magic,ORL,Orlando,240,0.443,0.215,0.18,0.214,0.461,0.382,0.167,0.231
1691,0021500526,1610612754,Pacers,IND,Indiana,240,0.461,0.382,0.167,0.231,0.443,0.215,0.18,0.214
1692,0021500527,1610612739,Cavaliers,CLE,Cleveland,240,0.607,0.213,0.125,0.317,0.645,0.355,0.136,0.139
1693,0021500527,1610612764,Wizards,WAS,Washington,240,0.645,0.355,0.136,0.139,0.607,0.213,0.125,0.317
1694,0021500528,1610612738,Celtics,BOS,Boston,240,0.407,0.297,0.1,0.265,0.514,0.486,0.186,0.297
1695,0021500528,1610612765,Pistons,DET,Detroit,240,0.514,0.486,0.186,0.297,0.407,0.297,0.1,0.265
1696,0021500529,1610612751,Nets,BKN,Brooklyn,240,0.429,0.154,0.197,0.14,0.463,0.225,0.183,0.267
1697,0021500529,1610612761,Raptors,TOR,Toronto,240,0.463,0.225,0.183,0.267,0.429,0.154,0.197,0.14
1698,0021500530,1610612743,Nuggets,DEN,Denver,240,0.407,0.21,0.127,0.289,0.404,0.274,0.13,0.195
1699,0021500530,1610612750,Timberwolves,MIN,Minnesota,240,0.404,0.274,0.13,0.195,0.407,0.21,0.127,0.289
1700,0021500531,1610612740,Pelicans,NOP,New Orleans,240,0.408,0.217,0.104,0.268,0.466,0.253,0.105,0.234
1701,0021500531,1610612742,Mavericks,DAL,Dallas,240,0.466,0.253,0.105,0.234,0.408,0.217,0.104,0.268
1702,0021500532,1610612759,Spurs,SAS,San Antonio,240,0.657,0.151,0.134,0.25,0.513,0.228,0.198,0.25
1703,0021500532,1610612762,Jazz,UTA,Utah,240,0.513,0.228,0.198,0.25,0.657,0.151,0.134,0.25
1704,0021500533,1610612756,Suns,PHX,Phoenix,240,0.601,0.155,0.12,0.054,0.5,0.253,0.129,0.196
1705,0021500533,1610612766,Hornets,CHA,Charlotte,240,0.5,0.253,0.129,0.196,0.601,0.155,0.12,0.054
1706,0021500534,1610612760,Thunder,OKC,Oklahoma City,240,0.506,0.398,0.159,0.302,0.428,0.267,0.08,0.188
1707,0021500534,1610612763,Grizzlies,MEM,Memphis,240,0.428,0.267,0.08,0.188,0.506,0.398,0.159,0.302
1708,0021500535,1610612746,Clippers,LAC,Los Angeles,240,0.572,0.205,0.111,0.238,0.494,0.267,0.15,0.347
1709,0021500535,1610612757,Trail Blazers,POR,Portland,240,0.494,0.267,0.15,0.347,0.572,0.205,0.111,0.238
1710,0021500536,1610612737,Hawks,ATL,Atlanta,240,0.603,0.207,0.164,0.326,0.483,0.291,0.21,0.292
1711,0021500536,1610612755,76ers,PHI,Philadelphia,240,0.483,0.291,0.21,0.292,0.603,0.207,0.164,0.326
1712,0021500537,1610612738,Celtics,BOS,Boston,240,0.383,0.224,0.106,0.263,0.463,0.181,0.152,0.25
1713,0021500537,1610612741,Bulls,CHI,Chicago,240,0.463,0.181,0.152,0.25,0.383,0.224,0.106,0.263
1714,0021500538,1610612745,Rockets,HOU,Houston,240,0.567,0.347,0.175,0.306,0.532,0.218,0.201,0.25
1715,0021500538,1610612762,Jazz,UTA,Utah,240,0.532,0.218,0.201,0.25,0.567,0.347,0.175,0.306
1716,0021500539,1610612747,Lakers,LAL,Los Angeles,240,0.6,0.387,0.189,0.188,0.588,0.318,0.147,0.27
1717,0021500539,1610612758,Kings,SAC,Sacramento,240,0.588,0.318,0.147,0.27,0.6,0.387,0.189,0.188
1718,0021500540,1610612761,Raptors,TOR,Toronto,240,0.487,0.347,0.222,0.176,0.44,0.179,0.185,0.146
1719,0021500540,1610612764,Wizards,WAS,Washington,240,0.44,0.179,0.185,0.146,0.487,0.347,0.222,0.176
1720,0021500541,1610612751,Nets,BKN,Brooklyn,240,0.445,0.274,0.182,0.217,0.476,0.072,0.162,0.295
1721,0021500541,1610612753,Magic,ORL,Orlando,240,0.476,0.072,0.162,0.295,0.445,0.274,0.182,0.217
1722,0021500542,1610612743,Nuggets,DEN,Denver,240,0.391,0.218,0.191,0.373,0.415,0.366,0.087,0.216
1723,0021500542,1610612763,Grizzlies,MEM,Memphis,240,0.415,0.366,0.087,0.216,0.391,0.218,0.191,0.373
1724,0021500543,1610612739,Cavaliers,CLE,Cleveland,240,0.611,0.358,0.125,0.278,0.5,0.329,0.135,0.175
1725,0021500543,1610612750,Timberwolves,MIN,Minnesota,240,0.5,0.329,0.135,0.175,0.611,0.358,0.125,0.278
1726,0021500544,1610612740,Pelicans,NOP,New Orleans,240,0.428,0.241,0.16,0.167,0.475,0.235,0.249,0.326
1727,0021500544,1610612754,Pacers,IND,Indiana,240,0.475,0.235,0.249,0.326,0.428,0.241,0.16,0.167
1728,0021500545,1610612742,Mavericks,DAL,Dallas,240,0.5,0.19,0.176,0.364,0.488,0.363,0.162,0.366
1729,0021500545,1610612749,Bucks,MIL,Milwaukee,240,0.488,0.363,0.162,0.366,0.5,0.19,0.176,0.364
1730,0021500546,1610612752,Knicks,NYK,New York,240,0.467,0.187,0.092,0.213,0.462,0.183,0.083,0.261
1731,0021500546,1610612759,Spurs,SAS,San Antonio,240,0.462,0.183,0.083,0.261,0.467,0.187,0.092,0.213
1732,0021500547,1610612748,Heat,MIA,Miami,240,0.541,0.411,0.139,0.162,0.467,0.141,0.145,0.3
1733,0021500547,1610612756,Suns,PHX,Phoenix,240,0.467,0.141,0.145,0.3,0.541,0.411,0.139,0.162
1734,0021500548,1610612744,Warriors,GSW,Golden State,240,0.632,0.241,0.141,0.132,0.458,0.292,0.085,0.218
1735,0021500548,1610612757,Trail Blazers,POR,Portland,240,0.458,0.292,0.085,0.218,0.632,0.241,0.141,0.132
1736,0021500549,1610612747,Lakers,LAL,Los Angeles,240,0.53,0.298,0.133,0.256,0.534,0.292,0.142,0.4
1737,0021500549,1610612760,Thunder,OKC,Oklahoma City,240,0.534,0.292,0.142,0.4,0.53,0.298,0.133,0.256
1738,0021500550,1610612746,Clippers,LAC,Los Angeles,240,0.484,0.11,0.098,0.265,0.411,0.226,0.164,0.244
1739,0021500550,1610612766,Hornets,CHA,Charlotte,240,0.411,0.226,0.164,0.244,0.484,0.11,0.098,0.265
1740,0021500551,1610612737,Hawks,ATL,Atlanta,240,0.574,0.16,0.147,0.19,0.476,0.373,0.206,0.273
