,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE
647,0021401123,1610612747,Lakers,LAL,Los Angeles,240,105.5,132.6,-27.1,0.595,3.14,18.1,0.279,0.719,0.467,8.024,0.476,0.499,0.196,86.24,0.365
648,0021500001,1610612737,Hawks,ATL,Atlanta,240,97.3,106.6,-9.3,0.595,1.47,17.5,0.163,0.589,0.404,15.528,0.5,0.53,0.2,98.02,0.462
649,0021500001,1610612765,Pistons,DET,Detroit,240,106.6,97.3,9.3,0.622,1.53,15.8,0.411,0.837,0.596,15.084,0.448,0.493,0.2,98.02,0.538
650,0021500002,1610612739,Cavaliers,CLE,Cleveland,240,93.6,94.1,-0.5,0.684,2.36,18.8,0.216,0.848,0.515,10.84,0.452,0.468,0.198,102.3,0.521
651,0021500002,1610612741,Bulls,CHI,Chicago,240,94.1,93.6,0.5,0.351,1.0,10.6,0.152,0.784,0.485,12.607,0.466,0.499,0.2,102.3,0.479
652,0021500003,1610612740,Pelicans,NOP,New Orleans,240,89.7,106.0,-16.3,0.6,1.11,15.6,0.186,0.543,0.371,17.945,0.458,0.501,0.198,105.28,0.375
653,0021500003,1610612744,Warriors,GSW,Golden State,240,106.0,89.7,16.3,0.707,1.45,18.7,0.457,0.814,0.629,19.106,0.474,0.525,0.2,105.28,0.625
654,0021500004,1610612753,Magic,ORL,Orlando,240,83.4,89.8,-6.4,0.541,1.25,14.2,0.333,0.722,0.533,15.343,0.395,0.413,0.197,101.14,0.482
655,0021500004,1610612764,Wizards,WAS,Washington,240,89.8,83.4,6.4,0.515,0.94,13.1,0.278,0.667,0.467,18.367,0.435,0.463,0.198,101.14,0.518
656,0021500005,1610612738,Celtics,BOS,Boston,240,107.8,92.1,15.7,0.795,1.82,21.4,0.238,0.689,0.471,16.365,0.506,0.578,0.2,103.5,0.63
657,0021500005,1610612755,76ers,PHI,Philadelphia,240,92.1,107.8,-15.7,0.353,0.5,9.3,0.311,0.762,0.529,23.274,0.452,0.51,0.197,103.5,0.37
658,0021500006,1610612741,Bulls,CHI,Chicago,240,113.0,97.7,15.2,0.476,1.0,15.8,0.147,0.68,0.464,19.646,0.628,0.662,0.198,102.06,0.558
659,0021500006,1610612751,Nets,BKN,Brooklyn,240,97.7,113.0,-15.2,0.487,1.46,13.8,0.32,0.853,0.536,12.705,0.419,0.475,0.2,102.06,0.442
660,0021500007,1610612762,Jazz,UTA,Utah,240,94.3,99.0,-4.6,0.429,1.25,13.5,0.103,0.81,0.469,13.01,0.48,0.516,0.2,92.6,0.482
661,0021500007,1610612765,Pistons,DET,Detroit,240,99.0,94.3,4.6,0.533,1.33,13.7,0.19,0.897,0.531,12.909,0.453,0.517,0.196,92.6,0.518
662,0021500008,1610612748,Heat,MIA,Miami,240,111.5,99.2,12.3,0.639,1.77,19.5,0.059,0.78,0.488,13.943,0.575,0.632,0.2,94.0,0.591
663,0021500008,1610612766,Hornets,CHA,Charlotte,240,99.2,111.5,-12.3,0.485,1.78,13.1,0.22,0.941,0.512,9.498,0.429,0.486,0.198,94.0,0.409
664,0021500009,1610612754,Pacers,IND,Indiana,240,94.6,97.1,-2.5,0.719,1.77,17.0,0.163,0.78,0.444,12.424,0.424,0.497,0.2,106.9,0.477
665,0021500009,1610612761,Raptors,TOR,Toronto,240,97.1,94.6,2.5,0.528,0.9,13.9,0.22,0.837,0.556,19.238,0.494,0.545,0.198,106.9,0.523
666,0021500010,1610612743,Nuggets,DEN,Denver,240,106.1,84.6,21.5,0.65,1.24,19.4,0.237,0.727,0.527,21.229,0.589,0.604,0.2,99.68,0.646
667,0021500010,1610612745,Rockets,HOU,Houston,240,84.6,106.1,-21.5,0.567,1.0,12.8,0.273,0.763,0.473,16.926,0.391,0.432,0.198,99.68,0.354
668,0021500011,1610612739,Cavaliers,CLE,Cleveland,240,107.6,78.6,29.0,0.707,1.53,20.8,0.293,0.792,0.574,19.293,0.565,0.579,0.2,97.58,0.7
669,0021500011,1610612763,Grizzlies,MEM,Memphis,240,78.6,107.6,-29.0,0.517,0.94,12.2,0.208,0.707,0.426,16.549,0.366,0.414,0.2,97.58,0.3
670,0021500012,1610612749,Bucks,MIL,Milwaukee,240,97.4,121.5,-24.2,0.567,0.94,12.6,0.375,0.604,0.49,18.065,0.401,0.487,0.2,100.02,0.354
671,0021500012,1610612752,Knicks,NYK,New York,240,121.5,97.4,24.2,0.571,2.18,16.7,0.396,0.625,0.51,10.956,0.5,0.563,0.2,100.02,0.646
672,0021500013,1610612759,Spurs,SAS,San Antonio,240,101.2,108.0,-6.8,0.489,1.69,16.5,0.171,0.725,0.444,12.414,0.511,0.537,0.2,104.2,0.491
673,0021500013,1610612760,Thunder,OKC,Oklahoma City,240,108.0,101.2,6.8,0.5,1.11,15.5,0.275,0.829,0.556,18.326,0.529,0.585,0.2,104.2,0.509
674,0021500014,1610612742,Mavericks,DAL,Dallas,240,110.3,89.2,21.1,0.6,3.0,18.4,0.13,0.764,0.475,7.949,0.529,0.563,0.2,103.58,0.677
675,0021500014,1610612756,Suns,PHX,Phoenix,240,89.2,110.3,-21.1,0.441,0.83,11.2,0.236,0.87,0.525,16.898,0.425,0.468,0.2,103.58,0.323
676,0021500015,1610612740,Pelicans,NOP,New Orleans,240,89.6,111.8,-22.2,0.528,1.73,14.7,0.1,0.85,0.433,10.484,0.456,0.475,0.2,102.54,0.376
677,0021500015,1610612757,Trail Blazers,POR,Portland,240,111.8,89.6,22.2,0.5,1.83,17.2,0.15,0.9,0.567,11.981,0.568,0.595,0.2,102.54,0.624
678,0021500016,1610612746,Clippers,LAC,Los Angeles,240,108.1,96.4,11.8,0.476,1.33,15.5,0.14,0.75,0.462,14.614,0.563,0.593,0.2,105.28,0.571
679,0021500016,1610612758,Kings,SAC,Sacramento,240,96.4,108.1,-11.8,0.585,1.33,16.7,0.25,0.86,0.538,16.679,0.495,0.51,0.197,105.28,0.429
680,0021500017,1610612747,Lakers,LAL,Los Angeles,240,103.4,110.6,-7.2,0.514,1.29,12.8,0.313,0.857,0.567,13.035,0.425,0.512,0.198,104.34,0.441
681,0021500017,1610612750,Timberwolves,MIN,Minnesota,240,110.6,103.4,7.2,0.632,3.0,18.3,0.143,0.688,0.433,7.899,0.488,0.564,0.2,104.34,0.559
682,0021500018,1610612754,Pacers,IND,Indiana,240,104.5,115.8,-11.2,0.622,1.15,17.5,0.25,0.7,0.475,20.292,0.551,0.582,0.2,97.66,0.432
683,0021500018,1610612763,Grizzlies,MEM,Memphis,240,115.8,104.5,11.2,0.634,1.86,19.3,0.3,0.75,0.525,14.469,0.543,0.591,0.2,97.66,0.568
684,0021500019,1610612737,Hawks,ATL,Atlanta,240,108.3,94.2,14.1,0.619,1.63,19.1,0.179,0.667,0.448,15.468,0.566,0.593,0.198,105.34,0.59
685,0021500019,1610612752,Knicks,NYK,New York,240,94.2,108.3,-14.1,0.553,1.0,14.6,0.333,0.821,0.552,19.582,0.441,0.494,0.2,105.34,0.41
686,0021500020,1610612742,Mavericks,DAL,Dallas,240,85.8,102.4,-16.7,0.629,1.69,15.9,0.237,0.837,0.509,12.671,0.392,0.425,0.198,102.06,0.378
687,0021500020,1610612746,Clippers,LAC,Los Angeles,240,102.4,85.8,16.7,0.553,2.63,16.1,0.163,0.763,0.491,7.88,0.483,0.512,0.2,102.06,0.622
688,0021500021,1610612739,Cavaliers,CLE,Cleveland,240,110.6,98.2,12.4,0.641,2.27,19.0,0.304,0.854,0.563,11.925,0.488,0.535,0.2,92.96,0.551
