,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0,0021400669,1610612752,Knicks,NYK,New York,240,0.732,0.268,0.605,0.186,0.14,0.128,0.256,0.035,0.419,0.462,0.538,1.0,0.0,0.533,0.467
1,0021400669,1610612758,Kings,SAC,Sacramento,240,0.783,0.217,0.5,0.097,0.242,0.234,0.258,0.145,0.403,0.548,0.452,0.9,0.1,0.634,0.366
2,0021400801,1610612742,Mavericks,DAL,Dallas,240,0.703,0.297,0.539,0.09,0.303,0.169,0.157,0.326,0.449,0.333,0.667,0.889,0.111,0.485,0.515
3,0021400801,1610612760,Thunder,OKC,Oklahoma City,240,0.758,0.242,0.596,0.192,0.202,0.135,0.202,0.192,0.404,0.452,0.548,0.857,0.143,0.526,0.474
4,0021400802,1610612746,Clippers,LAC,Los Angeles,240,0.753,0.247,0.571,0.101,0.202,0.16,0.227,0.168,0.471,0.588,0.412,0.75,0.25,0.619,0.381
5,0021400802,1610612759,Spurs,SAS,San Antonio,240,0.667,0.333,0.574,0.174,0.261,0.061,0.165,0.122,0.4,0.758,0.242,0.9,0.1,0.791,0.209
6,0021400803,1610612740,Pelicans,NOP,New Orleans,240,0.725,0.275,0.571,0.143,0.179,0.095,0.25,0.119,0.429,0.708,0.292,0.8,0.2,0.724,0.276
7,0021400803,1610612753,Magic,ORL,Orlando,240,0.795,0.205,0.842,0.168,0.126,0.158,0.032,0.189,0.674,0.475,0.525,0.75,0.25,0.5,0.5
8,0021400804,1610612754,Pacers,IND,Indiana,240,0.735,0.265,0.604,0.264,0.226,0.179,0.17,0.264,0.34,0.531,0.469,0.875,0.125,0.6,0.4
9,0021400804,1610612755,76ers,PHI,Philadelphia,240,0.702,0.298,0.547,0.105,0.253,0.189,0.2,0.232,0.442,0.423,0.577,0.875,0.125,0.529,0.471
10,0021400805,1610612737,Hawks,ATL,Atlanta,240,0.568,0.432,0.525,0.2,0.3,0.275,0.175,0.138,0.325,0.571,0.429,0.875,0.125,0.655,0.345
11,0021400805,1610612761,Raptors,TOR,Toronto,240,0.688,0.313,0.571,0.114,0.371,0.152,0.057,0.286,0.457,0.567,0.433,0.769,0.231,0.628,0.372
12,0021400806,1610612741,Bulls,CHI,Chicago,240,0.795,0.205,0.615,0.11,0.165,0.165,0.22,0.121,0.505,0.464,0.536,0.6,0.4,0.485,0.515
13,0021400806,1610612765,Pistons,DET,Detroit,240,0.738,0.262,0.64,0.12,0.18,0.22,0.18,0.26,0.52,0.438,0.563,0.833,0.167,0.5,0.5
14,0021400807,1610612748,Heat,MIA,Miami,240,0.747,0.253,0.523,0.126,0.243,0.108,0.234,0.207,0.396,0.655,0.345,1.0,0.0,0.737,0.263
15,0021400807,1610612752,Knicks,NYK,New York,240,0.78,0.22,0.667,0.161,0.207,0.138,0.126,0.322,0.506,0.793,0.207,0.833,0.167,0.8,0.2
16,0021400808,1610612750,Timberwolves,MIN,Minnesota,240,0.826,0.174,0.649,0.288,0.108,0.18,0.243,0.162,0.36,0.611,0.389,0.5,0.5,0.6,0.4
17,0021400808,1610612756,Suns,PHX,Phoenix,240,0.809,0.191,0.606,0.165,0.193,0.092,0.202,0.183,0.44,0.485,0.515,1.0,0.0,0.575,0.425
18,0021400809,1610612739,Cavaliers,CLE,Cleveland,240,0.633,0.367,0.504,0.11,0.331,0.142,0.165,0.26,0.394,0.469,0.531,0.929,0.071,0.609,0.391
19,0021400809,1610612764,Wizards,WAS,Washington,240,0.814,0.186,0.831,0.225,0.034,0.157,0.135,0.112,0.607,0.568,0.432,1.0,0.0,0.579,0.421
20,0021400810,1610612742,Mavericks,DAL,Dallas,240,0.742,0.258,0.631,0.252,0.243,0.18,0.126,0.207,0.378,0.514,0.486,0.889,0.111,0.591,0.409
21,0021400810,1610612745,Rockets,HOU,Houston,240,0.575,0.425,0.48,0.02,0.36,0.27,0.16,0.2,0.46,0.458,0.542,0.75,0.25,0.556,0.444
22,0021400811,1610612743,Nuggets,DEN,Denver,240,0.69,0.31,0.568,0.099,0.259,0.21,0.173,0.222,0.469,0.522,0.478,0.857,0.143,0.6,0.4
23,0021400811,1610612749,Bucks,MIL,Milwaukee,240,0.808,0.192,0.629,0.27,0.169,0.236,0.202,0.146,0.36,0.643,0.357,0.8,0.2,0.667,0.333
24,0021400812,1610612757,Trail Blazers,POR,Portland,240,0.694,0.306,0.579,0.263,0.158,0.132,0.263,0.105,0.316,0.455,0.545,0.5,0.5,0.462,0.538
25,0021400812,1610612762,Jazz,UTA,Utah,240,0.699,0.301,0.587,0.196,0.326,0.12,0.087,0.163,0.391,0.333,0.667,0.9,0.1,0.486,0.514
26,0021400813,1610612738,Celtics,BOS,Boston,240,0.78,0.22,0.673,0.297,0.178,0.139,0.149,0.376,0.376,0.618,0.382,0.5,0.5,0.6,0.4
27,0021400813,1610612758,Kings,SAC,Sacramento,240,0.735,0.265,0.587,0.092,0.22,0.119,0.193,0.073,0.495,0.563,0.438,1.0,0.0,0.65,0.35
28,0021400814,1610612744,Warriors,GSW,Golden State,240,0.607,0.393,0.436,0.073,0.464,0.209,0.1,0.236,0.364,0.625,0.375,0.824,0.176,0.707,0.293
29,0021400814,1610612759,Spurs,SAS,San Antonio,240,0.765,0.235,0.667,0.222,0.182,0.101,0.152,0.232,0.444,0.576,0.424,1.0,0.0,0.641,0.359
30,0021400815,1610612747,Lakers,LAL,Los Angeles,240,0.742,0.258,0.705,0.248,0.114,0.124,0.181,0.143,0.457,0.541,0.459,0.5,0.5,0.537,0.463
31,0021400815,1610612751,Nets,BKN,Brooklyn,240,0.764,0.236,0.561,0.105,0.263,0.061,0.175,0.105,0.456,0.625,0.375,0.9,0.1,0.69,0.31
32,0021400816,1610612760,Thunder,OKC,Oklahoma City,240,0.811,0.189,0.673,0.164,0.136,0.191,0.191,0.055,0.509,0.432,0.568,1.0,0.0,0.5,0.5
33,0021400816,1610612766,Hornets,CHA,Charlotte,240,0.742,0.258,0.641,0.214,0.204,0.126,0.155,0.175,0.427,0.667,0.333,0.857,0.143,0.7,0.3
34,0021400817,1610612740,Pelicans,NOP,New Orleans,240,0.747,0.253,0.514,0.038,0.229,0.105,0.257,0.229,0.476,0.63,0.37,0.625,0.375,0.629,0.371
35,0021400817,1610612748,Heat,MIA,Miami,240,0.785,0.215,0.615,0.154,0.165,0.066,0.22,0.121,0.462,0.429,0.571,0.6,0.4,0.455,0.545
36,0021400818,1610612741,Bulls,CHI,Chicago,240,0.73,0.27,0.554,0.125,0.321,0.107,0.125,0.098,0.429,0.516,0.484,0.917,0.083,0.628,0.372
37,0021400818,1610612756,Suns,PHX,Phoenix,240,0.716,0.284,0.692,0.28,0.28,0.215,0.028,0.206,0.411,0.486,0.514,0.7,0.3,0.532,0.468
38,0021400819,1610612745,Rockets,HOU,Houston,240,0.655,0.345,0.592,0.041,0.184,0.245,0.224,0.245,0.551,0.586,0.414,0.833,0.167,0.629,0.371
39,0021400819,1610612761,Raptors,TOR,Toronto,240,0.766,0.234,0.553,0.132,0.158,0.171,0.289,0.276,0.421,0.476,0.524,0.5,0.5,0.48,0.52
40,0021400820,1610612746,Clippers,LAC,Los Angeles,240,0.632,0.368,0.508,0.206,0.333,0.238,0.159,0.222,0.302,0.563,0.438,0.929,0.071,0.674,0.326
41,0021400820,1610612758,Kings,SAC,Sacramento,240,0.818,0.182,0.525,0.182,0.121,0.182,0.354,0.182,0.343,0.538,0.462,1.0,0.0,0.6,0.4
42,0021400821,1610612739,Cavaliers,CLE,Cleveland,240,0.582,0.418,0.554,0.079,0.356,0.149,0.089,0.099,0.475,0.429,0.571,0.833,0.167,0.55,0.45
43,0021400821,1610612752,Knicks,NYK,New York,240,0.808,0.192,0.819,0.265,0.108,0.12,0.072,0.229,0.554,0.412,0.588,0.667,0.333,0.432,0.568
44,0021400822,1610612737,Hawks,ATL,Atlanta,240,0.655,0.345,0.536,0.082,0.278,0.144,0.186,0.186,0.454,0.538,0.462,1.0,0.0,0.657,0.343
45,0021400822,1610612749,Bucks,MIL,Milwaukee,240,0.778,0.222,0.651,0.233,0.14,0.174,0.209,0.267,0.419,0.536,0.464,1.0,0.0,0.594,0.406
46,0021400823,1610612764,Wizards,WAS,Washington,240,0.8,0.2,0.697,0.157,0.202,0.169,0.101,0.124,0.539,0.71,0.29,1.0,0.0,0.757,0.243
47,0021400823,1610612765,Pistons,DET,Detroit,240,0.64,0.36,0.453,0.038,0.368,0.085,0.179,0.113,0.415,0.417,0.583,0.923,0.077,0.595,0.405
48,0021400824,1610612744,Warriors,GSW,Golden State,240,0.708,0.292,0.51,0.204,0.276,0.153,0.214,0.133,0.306,0.44,0.56,0.889,0.111,0.559,0.441
49,0021400824,1610612754,Pacers,IND,Indiana,240,0.765,0.235,0.596,0.327,0.231,0.087,0.173,0.077,0.269,0.452,0.548,0.75,0.25,0.513,0.487
50,0021400825,1610612753,Magic,ORL,Orlando,240,0.72,0.28,0.641,0.155,0.175,0.107,0.184,0.223,0.485,0.394,0.606,1.0,0.0,0.487,0.513
51,0021400825,1610612755,76ers,PHI,Philadelphia,240,0.564,0.436,0.469,0.204,0.398,0.082,0.133,0.122,0.265,0.522,0.478,0.692,0.308,0.583,0.417
52,0021400826,1610612743,Nuggets,DEN,Denver,240,0.722,0.278,0.596,0.106,0.223,0.181,0.181,0.149,0.489,0.429,0.571,1.0,0.0,0.543,0.457
53,0021400826,1610612760,Thunder,OKC,Oklahoma City,240,0.783,0.217,0.672,0.269,0.202,0.218,0.126,0.126,0.403,0.6,0.4,0.875,0.125,0.646,0.354
54,0021400827,1610612742,Mavericks,DAL,Dallas,240,0.769,0.231,0.674,0.304,0.163,0.12,0.163,0.098,0.37,0.516,0.484,0.8,0.2,0.556,0.444
55,0021400827,1610612766,Hornets,CHA,Charlotte,240,0.789,0.211,0.667,0.222,0.222,0.198,0.111,0.16,0.444,0.519,0.481,1.0,0.0,0.606,0.394
56,0021400828,1610612757,Trail Blazers,POR,Portland,240,0.598,0.402,0.435,0.152,0.424,0.087,0.141,0.065,0.283,0.65,0.35,0.846,0.154,0.727,0.273
57,0021400828,1610612763,Grizzlies,MEM,Memphis,240,0.899,0.101,0.796,0.245,0.092,0.143,0.112,0.194,0.551,0.436,0.564,1.0,0.0,0.476,0.524
58,0021400829,1610612738,Celtics,BOS,Boston,265,0.663,0.337,0.613,0.108,0.216,0.135,0.171,0.27,0.505,0.647,0.353,0.625,0.375,0.643,0.357
59,0021400829,1610612747,Lakers,LAL,Los Angeles,265,0.786,0.214,0.61,0.169,0.178,0.051,0.212,0.161,0.441,0.5,0.5,0.571,0.429,0.512,0.488
60,0021400830,1610612748,Heat,MIA,Miami,240,0.747,0.253,0.588,0.151,0.277,0.151,0.134,0.143,0.437,0.486,0.514,0.909,0.091,0.587,0.413
61,0021400830,1610612755,76ers,PHI,Philadelphia,240,0.631,0.369,0.5,0.13,0.361,0.12,0.139,0.148,0.37,0.667,0.333,0.692,0.308,0.675,0.325
62,0021400831,1610612741,Bulls,CHI,Chicago,240,0.658,0.342,0.437,0.161,0.276,0.092,0.287,0.092,0.276,0.632,0.368,1.0,0.0,0.741,0.259
63,0021400831,1610612749,Bucks,MIL,Milwaukee,240,0.798,0.202,0.732,0.282,0.169,0.127,0.099,0.141,0.451,0.462,0.538,1.0,0.0,0.533,0.467
64,0021400832,1610612745,Rockets,HOU,Houston,240,0.596,0.404,0.478,0.0,0.319,0.204,0.204,0.265,0.478,0.556,0.444,0.667,0.333,0.59,0.41
65,0021400832,1610612750,Timberwolves,MIN,Minnesota,240,0.806,0.194,0.51,0.137,0.147,0.265,0.343,0.245,0.373,0.462,0.538,1.0,0.0,0.548,0.452
66,0021400833,1610612740,Pelicans,NOP,New Orleans,240,0.718,0.282,0.6,0.2,0.3,0.04,0.1,0.13,0.4,0.567,0.433,1.0,0.0,0.675,0.325
67,0021400833,1610612761,Raptors,TOR,Toronto,240,0.726,0.274,0.619,0.186,0.155,0.175,0.227,0.134,0.433,0.3,0.7,0.8,0.2,0.371,0.629
68,0021400834,1610612743,Nuggets,DEN,Denver,240,0.713,0.287,0.585,0.122,0.256,0.146,0.159,0.073,0.463,0.458,0.542,1.0,0.0,0.581,0.419
69,0021400834,1610612751,Nets,BKN,Brooklyn,240,0.772,0.228,0.709,0.145,0.109,0.109,0.182,0.173,0.564,0.462,0.538,0.75,0.25,0.488,0.512
70,0021400835,1610612738,Celtics,BOS,Boston,240,0.674,0.326,0.435,0.122,0.365,0.122,0.2,0.217,0.313,0.56,0.44,0.857,0.143,0.667,0.333
71,0021400835,1610612756,Suns,PHX,Phoenix,240,0.67,0.33,0.636,0.073,0.245,0.264,0.118,0.182,0.564,0.457,0.543,1.0,0.0,0.568,0.432
72,0021400836,1610612759,Spurs,SAS,San Antonio,240,0.759,0.241,0.667,0.198,0.185,0.173,0.148,0.099,0.469,0.481,0.519,0.8,0.2,0.531,0.469
73,0021400836,1610612762,Jazz,UTA,Utah,240,0.819,0.181,0.667,0.156,0.133,0.144,0.2,0.189,0.511,0.367,0.633,0.75,0.25,0.412,0.588
74,0021400837,1610612746,Clippers,LAC,Los Angeles,240,0.658,0.342,0.598,0.299,0.31,0.126,0.092,0.138,0.299,0.538,0.462,0.778,0.222,0.6,0.4
75,0021400837,1610612763,Grizzlies,MEM,Memphis,240,0.815,0.185,0.622,0.178,0.167,0.167,0.211,0.133,0.444,0.643,0.357,0.8,0.2,0.667,0.333
76,0021400838,1610612744,Warriors,GSW,Golden State,240,0.744,0.256,0.579,0.211,0.316,0.132,0.105,0.202,0.368,0.545,0.455,0.75,0.25,0.6,0.4
77,0021400838,1610612764,Wizards,WAS,Washington,240,0.772,0.228,0.692,0.28,0.14,0.206,0.168,0.14,0.411,0.486,0.514,1.0,0.0,0.548,0.452
78,0021400839,1610612739,Cavaliers,CLE,Cleveland,240,0.519,0.481,0.392,0.02,0.412,0.118,0.196,0.245,0.373,0.45,0.55,0.929,0.071,0.647,0.353
79,0021400839,1610612765,Pistons,DET,Detroit,240,0.707,0.293,0.516,0.065,0.29,0.226,0.194,0.183,0.452,0.417,0.583,0.667,0.333,0.485,0.515
80,0021400840,1610612754,Pacers,IND,Indiana,240,0.705,0.295,0.63,0.196,0.293,0.076,0.076,0.141,0.435,0.586,0.414,1.0,0.0,0.684,0.316
81,0021400840,1610612760,Thunder,OKC,Oklahoma City,240,0.75,0.25,0.59,0.152,0.257,0.219,0.152,0.133,0.438,0.516,0.484,0.778,0.222,0.575,0.425
82,0021400841,1610612742,Mavericks,DAL,Dallas,240,0.759,0.241,0.606,0.182,0.242,0.202,0.152,0.283,0.424,0.367,0.633,0.75,0.25,0.447,0.553
83,0021400841,1610612761,Raptors,TOR,Toronto,240,0.69,0.31,0.63,0.196,0.293,0.239,0.076,0.261,0.435,0.31,0.69,0.889,0.111,0.447,0.553
84,0021400842,1610612748,Heat,MIA,Miami,265,0.631,0.369,0.559,0.151,0.194,0.075,0.247,0.237,0.409,0.5,0.5,0.667,0.333,0.531,0.469
85,0021400842,1610612753,Magic,ORL,Orlando,265,0.718,0.282,0.6,0.178,0.2,0.0,0.2,0.133,0.422,0.519,0.481,0.5,0.5,0.515,0.485
86,0021400843,1610612737,Hawks,ATL,Atlanta,240,0.588,0.412,0.5,0.173,0.375,0.096,0.125,0.163,0.327,0.654,0.346,0.846,0.154,0.718,0.282
87,0021400843,1610612742,Mavericks,DAL,Dallas,240,0.613,0.388,0.667,0.368,0.172,0.057,0.161,0.161,0.299,0.517,0.483,1.0,0.0,0.588,0.412
88,0021400844,1610612738,Celtics,BOS,Boston,240,0.627,0.373,0.487,0.087,0.365,0.157,0.148,0.096,0.4,0.536,0.464,1.0,0.0,0.69,0.31
89,0021400844,1610612752,Knicks,NYK,New York,240,0.744,0.256,0.681,0.17,0.064,0.032,0.255,0.128,0.511,0.531,0.469,1.0,0.0,0.559,0.441
90,0021400845,1610612741,Bulls,CHI,Chicago,240,0.779,0.221,0.721,0.279,0.105,0.058,0.174,0.081,0.442,0.71,0.29,0.667,0.333,0.706,0.294
91,0021400845,1610612766,Hornets,CHA,Charlotte,240,0.833,0.167,0.714,0.327,0.122,0.173,0.163,0.153,0.388,0.4,0.6,0.5,0.5,0.41,0.59
92,0021400846,1610612745,Rockets,HOU,Houston,240,0.5,0.5,0.345,0.055,0.464,0.173,0.191,0.191,0.291,0.737,0.263,0.765,0.235,0.75,0.25
93,0021400846,1610612746,Clippers,LAC,Los Angeles,240,0.648,0.352,0.552,0.229,0.314,0.152,0.133,0.086,0.324,0.379,0.621,0.636,0.364,0.45,0.55
94,0021400847,1610612749,Bucks,MIL,Milwaukee,240,0.817,0.183,0.75,0.288,0.144,0.106,0.106,0.356,0.462,0.692,0.308,1.0,0.0,0.727,0.273
95,0021400847,1610612755,76ers,PHI,Philadelphia,240,0.667,0.333,0.455,0.114,0.375,0.136,0.17,0.17,0.341,0.55,0.45,0.909,0.091,0.677,0.323
96,0021400848,1610612750,Timberwolves,MIN,Minnesota,240,0.84,0.16,0.639,0.165,0.124,0.093,0.237,0.216,0.474,0.452,0.548,0.75,0.25,0.486,0.514
97,0021400848,1610612764,Wizards,WAS,Washington,240,0.793,0.207,0.753,0.286,0.156,0.143,0.091,0.13,0.468,0.586,0.414,1.0,0.0,0.636,0.364
98,0021400849,1610612740,Pelicans,NOP,New Orleans,240,0.662,0.338,0.529,0.118,0.324,0.118,0.147,0.098,0.412,0.593,0.407,0.909,0.091,0.684,0.316
99,0021400849,1610612751,Nets,BKN,Brooklyn,240,0.772,0.228,0.667,0.125,0.219,0.167,0.115,0.188,0.542,0.25,0.75,0.714,0.286,0.333,0.667
100,0021400850,1610612743,Nuggets,DEN,Denver,240,0.58,0.42,0.396,0.042,0.375,0.167,0.229,0.198,0.354,0.684,0.316,0.75,0.25,0.71,0.29
101,0021400850,1610612756,Suns,PHX,Phoenix,240,0.736,0.264,0.564,0.164,0.218,0.136,0.218,0.209,0.4,0.484,0.516,0.5,0.5,0.487,0.513
102,0021400851,1610612747,Lakers,LAL,Los Angeles,240,0.876,0.124,0.76,0.38,0.06,0.2,0.18,0.22,0.38,0.395,0.605,1.0,0.0,0.425,0.575
103,0021400851,1610612762,Jazz,UTA,Utah,240,0.836,0.164,0.557,0.082,0.216,0.124,0.227,0.072,0.474,0.519,0.481,0.571,0.429,0.529,0.471
104,0021400852,1610612758,Kings,SAC,Sacramento,240,0.8,0.2,0.647,0.216,0.176,0.167,0.176,0.147,0.431,0.545,0.455,1.0,0.0,0.615,0.385
105,0021400852,1610612763,Grizzlies,MEM,Memphis,240,0.81,0.19,0.667,0.178,0.133,0.2,0.2,0.211,0.489,0.633,0.367,0.75,0.25,0.647,0.353
106,0021400853,1610612757,Trail Blazers,POR,Portland,240,0.694,0.306,0.541,0.27,0.351,0.117,0.108,0.207,0.27,0.533,0.467,0.692,0.308,0.581,0.419
107,0021400853,1610612759,Spurs,SAS,San Antonio,240,0.753,0.247,0.611,0.189,0.253,0.168,0.137,0.137,0.421,0.448,0.552,0.875,0.125,0.541,0.459
108,0021400854,1610612739,Cavaliers,CLE,Cleveland,240,0.636,0.364,0.491,0.145,0.245,0.055,0.264,0.173,0.345,0.444,0.556,0.333,0.667,0.417,0.583
109,0021400854,1610612744,Warriors,GSW,Golden State,240,0.685,0.315,0.566,0.081,0.333,0.141,0.101,0.192,0.485,0.786,0.214,0.909,0.091,0.821,0.179
110,0021400855,1610612756,Suns,PHX,Phoenix,265,0.732,0.268,0.667,0.205,0.231,0.077,0.103,0.068,0.462,0.359,0.641,0.778,0.222,0.438,0.563
111,0021400855,1610612760,Thunder,OKC,Oklahoma City,265,0.762,0.238,0.549,0.195,0.212,0.142,0.239,0.071,0.354,0.355,0.645,0.75,0.25,0.436,0.564
112,0021400856,1610612739,Cavaliers,CLE,Cleveland,240,0.685,0.315,0.558,0.163,0.314,0.0,0.128,0.116,0.395,0.5,0.5,0.889,0.111,0.606,0.394
113,0021400856,1610612754,Pacers,IND,Indiana,240,0.788,0.213,0.602,0.215,0.194,0.161,0.204,0.118,0.387,0.607,0.393,1.0,0.0,0.676,0.324
114,0021400857,1610612755,76ers,PHI,Philadelphia,240,0.588,0.413,0.36,0.112,0.404,0.157,0.236,0.169,0.247,0.688,0.313,0.833,0.167,0.75,0.25
115,0021400857,1610612764,Wizards,WAS,Washington,240,0.817,0.183,0.642,0.222,0.148,0.222,0.21,0.198,0.42,0.615,0.385,1.0,0.0,0.667,0.333
116,0021400858,1610612737,Hawks,ATL,Atlanta,240,0.617,0.383,0.463,0.063,0.442,0.211,0.095,0.179,0.4,0.591,0.409,1.0,0.0,0.75,0.25
117,0021400858,1610612753,Magic,ORL,Orlando,240,0.675,0.325,0.614,0.205,0.307,0.125,0.08,0.227,0.409,0.481,0.519,1.0,0.0,0.611,0.389
118,0021400859,1610612738,Celtics,BOS,Boston,240,0.635,0.365,0.491,0.132,0.396,0.179,0.113,0.198,0.358,0.462,0.538,0.857,0.143,0.6,0.4
119,0021400859,1610612766,Hornets,CHA,Charlotte,240,0.744,0.256,0.551,0.265,0.306,0.102,0.143,0.082,0.286,0.481,0.519,0.6,0.4,0.514,0.486
120,0021400860,1610612752,Knicks,NYK,New York,290,0.835,0.165,0.645,0.215,0.149,0.107,0.207,0.174,0.43,0.59,0.41,0.833,0.167,0.622,0.378
121,0021400860,1610612765,Pistons,DET,Detroit,290,0.68,0.32,0.539,0.052,0.209,0.087,0.252,0.087,0.487,0.484,0.516,0.875,0.125,0.564,0.436
122,0021400861,1610612744,Warriors,GSW,Golden State,240,0.678,0.322,0.513,0.195,0.345,0.195,0.142,0.212,0.319,0.759,0.241,0.692,0.308,0.738,0.262
123,0021400861,1610612761,Raptors,TOR,Toronto,240,0.714,0.286,0.607,0.157,0.135,0.079,0.258,0.101,0.449,0.444,0.556,0.75,0.25,0.484,0.516
124,0021400862,1610612741,Bulls,CHI,Chicago,240,0.677,0.323,0.583,0.083,0.281,0.042,0.135,0.167,0.5,0.536,0.464,1.0,0.0,0.649,0.351
125,0021400862,1610612750,Timberwolves,MIN,Minnesota,240,0.818,0.182,0.697,0.517,0.067,0.09,0.236,0.135,0.18,0.516,0.484,0.5,0.5,0.515,0.485
126,0021400863,1610612745,Rockets,HOU,Houston,240,0.619,0.381,0.588,0.02,0.265,0.167,0.147,0.098,0.569,0.567,0.433,1.0,0.0,0.667,0.333
127,0021400863,1610612751,Nets,BKN,Brooklyn,240,0.8,0.2,0.694,0.143,0.122,0.071,0.184,0.163,0.551,0.382,0.618,1.0,0.0,0.447,0.553
128,0021400864,1610612746,Clippers,LAC,Los Angeles,240,0.667,0.333,0.557,0.247,0.278,0.134,0.165,0.165,0.309,0.444,0.556,0.889,0.111,0.556,0.444
129,0021400864,1610612763,Grizzlies,MEM,Memphis,240,0.862,0.138,0.759,0.253,0.114,0.089,0.127,0.114,0.506,0.533,0.467,1.0,0.0,0.576,0.424
130,0021400865,1610612740,Pelicans,NOP,New Orleans,240,0.789,0.211,0.635,0.135,0.173,0.125,0.192,0.125,0.5,0.606,0.394,1.0,0.0,0.667,0.333
131,0021400865,1610612748,Heat,MIA,Miami,240,0.75,0.25,0.647,0.137,0.235,0.157,0.118,0.098,0.51,0.394,0.606,1.0,0.0,0.512,0.488
132,0021400866,1610612743,Nuggets,DEN,Denver,240,0.619,0.381,0.488,0.049,0.293,0.085,0.22,0.28,0.439,0.7,0.3,1.0,0.0,0.786,0.214
133,0021400866,1610612762,Jazz,UTA,Utah,240,0.691,0.309,0.577,0.096,0.26,0.202,0.163,0.192,0.481,0.567,0.433,0.778,0.222,0.615,0.385
134,0021400867,1610612758,Kings,SAC,Sacramento,240,0.949,0.051,0.771,0.25,0.031,0.208,0.198,0.063,0.521,0.405,0.595,0.0,1.0,0.395,0.605
135,0021400867,1610612759,Spurs,SAS,San Antonio,240,0.739,0.261,0.505,0.131,0.224,0.178,0.271,0.224,0.374,0.37,0.63,1.0,0.0,0.514,0.486
136,0021400868,1610612747,Lakers,LAL,Los Angeles,240,0.788,0.212,0.673,0.218,0.178,0.168,0.149,0.168,0.455,0.529,0.471,0.833,0.167,0.575,0.425
137,0021400868,1610612749,Bucks,MIL,Milwaukee,240,0.805,0.195,0.645,0.086,0.129,0.237,0.226,0.097,0.559,0.5,0.5,0.75,0.25,0.529,0.471
138,0021400869,1610612757,Trail Blazers,POR,Portland,240,0.708,0.292,0.504,0.07,0.261,0.061,0.235,0.122,0.435,0.379,0.621,0.9,0.1,0.513,0.487
139,0021400869,1610612760,Thunder,OKC,Oklahoma City,240,0.851,0.149,0.732,0.214,0.107,0.188,0.161,0.134,0.518,0.488,0.512,1.0,0.0,0.533,0.467
140,0021400870,1610612764,Wizards,WAS,Washington,240,0.744,0.256,0.606,0.162,0.212,0.162,0.182,0.182,0.444,0.467,0.533,1.0,0.0,0.568,0.432
141,0021400870,1610612765,Pistons,DET,Detroit,240,0.671,0.329,0.632,0.126,0.253,0.137,0.116,0.211,0.505,0.467,0.533,0.5,0.5,0.474,0.526
142,0021400871,1610612737,Hawks,ATL,Atlanta,240,0.684,0.316,0.516,0.108,0.323,0.14,0.161,0.333,0.409,0.625,0.375,0.8,0.2,0.676,0.324
143,0021400871,1610612748,Heat,MIA,Miami,240,0.679,0.321,0.549,0.088,0.231,0.154,0.22,0.231,0.462,0.4,0.6,1.0,0.0,0.531,0.469
144,0021400872,1610612752,Knicks,NYK,New York,240,0.747,0.253,0.505,0.117,0.204,0.058,0.291,0.136,0.388,0.654,0.346,0.571,0.429,0.636,0.364
145,0021400872,1610612761,Raptors,TOR,Toronto,240,0.642,0.358,0.531,0.143,0.245,0.092,0.224,0.163,0.388,0.346,0.654,0.875,0.125,0.471,0.529
146,0021400873,1610612750,Timberwolves,MIN,Minnesota,240,0.784,0.216,0.557,0.247,0.216,0.062,0.227,0.33,0.309,0.556,0.444,1.0,0.0,0.647,0.353
147,0021400873,1610612763,Grizzlies,MEM,Memphis,240,0.828,0.172,0.673,0.158,0.119,0.099,0.208,0.158,0.515,0.5,0.5,1.0,0.0,0.553,0.447
148,0021400874,1610612742,Mavericks,DAL,Dallas,240,0.659,0.341,0.553,0.17,0.287,0.128,0.16,0.213,0.383,0.577,0.423,0.889,0.111,0.657,0.343
149,0021400874,1610612751,Nets,BKN,Brooklyn,240,0.701,0.299,0.577,0.135,0.288,0.077,0.135,0.106,0.442,0.333,0.667,1.0,0.0,0.5,0.5
150,0021400875,1610612756,Suns,PHX,Phoenix,240,0.81,0.19,0.541,0.108,0.203,0.203,0.257,0.23,0.432,0.55,0.45,0.4,0.6,0.52,0.48
151,0021400875,1610612759,Spurs,SAS,San Antonio,240,0.793,0.207,0.733,0.238,0.119,0.119,0.149,0.198,0.495,0.405,0.595,0.75,0.25,0.439,0.561
152,0021400876,1610612749,Bucks,MIL,Milwaukee,240,0.797,0.203,0.64,0.133,0.2,0.267,0.16,0.293,0.507,0.542,0.458,1.0,0.0,0.621,0.379
153,0021400876,1610612762,Jazz,UTA,Utah,240,0.711,0.289,0.561,0.122,0.22,0.146,0.22,0.293,0.439,0.522,0.478,1.0,0.0,0.621,0.379
154,0021400877,1610612741,Bulls,CHI,Chicago,240,0.701,0.299,0.395,0.093,0.349,0.047,0.256,0.186,0.302,0.529,0.471,0.9,0.1,0.667,0.333
