,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
584,0021401092,1610612739,Cavaliers,CLE,Cleveland,240,0.729,0.271,0.552,0.161,0.31,0.103,0.138,0.138,0.391,0.417,0.583,0.778,0.222,0.515,0.485
585,0021401092,1610612755,76ers,PHI,Philadelphia,240,0.643,0.357,0.558,0.07,0.349,0.174,0.093,0.163,0.488,0.417,0.583,0.8,0.2,0.529,0.471
586,0021401093,1610612747,Lakers,LAL,Los Angeles,240,0.802,0.198,0.727,0.202,0.182,0.111,0.091,0.081,0.525,0.528,0.472,1.0,0.0,0.595,0.405
587,0021401093,1610612751,Nets,BKN,Brooklyn,240,0.678,0.322,0.636,0.112,0.224,0.075,0.14,0.093,0.523,0.647,0.353,0.875,0.125,0.69,0.31
588,0021401094,1610612740,Pelicans,NOP,New Orleans,240,0.827,0.173,0.673,0.164,0.164,0.127,0.164,0.2,0.509,0.622,0.378,1.0,0.0,0.674,0.326
589,0021401094,1610612750,Timberwolves,MIN,Minnesota,240,0.84,0.16,0.682,0.091,0.068,0.136,0.25,0.102,0.591,0.5,0.5,1.0,0.0,0.531,0.469
590,0021401095,1610612738,Celtics,BOS,Boston,240,0.667,0.333,0.585,0.189,0.226,0.226,0.189,0.066,0.396,0.677,0.323,1.0,0.0,0.744,0.256
591,0021401095,1610612746,Clippers,LAC,Los Angeles,240,0.619,0.381,0.471,0.118,0.328,0.076,0.202,0.092,0.353,0.643,0.357,0.769,0.231,0.683,0.317
592,0021401096,1610612748,Heat,MIA,Miami,240,0.78,0.22,0.587,0.165,0.193,0.055,0.22,0.156,0.422,0.406,0.594,1.0,0.0,0.513,0.487
593,0021401096,1610612765,Pistons,DET,Detroit,240,0.699,0.301,0.627,0.078,0.235,0.069,0.137,0.196,0.549,0.531,0.469,0.875,0.125,0.6,0.4
594,0021401097,1610612745,Rockets,HOU,Houston,240,0.638,0.363,0.505,0.081,0.273,0.182,0.222,0.192,0.424,0.44,0.56,0.778,0.222,0.529,0.471
595,0021401097,1610612764,Wizards,WAS,Washington,240,0.8,0.2,0.549,0.198,0.132,0.198,0.319,0.231,0.352,0.6,0.4,0.5,0.5,0.586,0.414
596,0021401098,1610612759,Spurs,SAS,San Antonio,240,0.795,0.205,0.738,0.214,0.117,0.058,0.146,0.058,0.524,0.553,0.447,1.0,0.0,0.595,0.405
597,0021401098,1610612763,Grizzlies,MEM,Memphis,240,0.829,0.171,0.674,0.18,0.202,0.112,0.124,0.135,0.494,0.6,0.4,0.667,0.333,0.611,0.389
598,0021401099,1610612742,Mavericks,DAL,Dallas,240,0.833,0.167,0.687,0.242,0.182,0.091,0.131,0.101,0.444,0.441,0.559,0.833,0.167,0.5,0.5
599,0021401099,1610612754,Pacers,IND,Indiana,240,0.776,0.224,0.538,0.212,0.288,0.038,0.173,0.106,0.327,0.536,0.464,0.8,0.2,0.605,0.395
600,0021401100,1610612756,Suns,PHX,Phoenix,240,0.732,0.268,0.66,0.186,0.155,0.196,0.186,0.134,0.474,0.563,0.438,1.0,0.0,0.622,0.378
601,0021401100,1610612760,Thunder,OKC,Oklahoma City,240,0.698,0.302,0.55,0.128,0.275,0.202,0.174,0.128,0.422,0.267,0.733,0.8,0.2,0.4,0.6
602,0021401101,1610612738,Celtics,BOS,Boston,240,0.708,0.292,0.621,0.276,0.233,0.112,0.147,0.086,0.345,0.556,0.444,0.889,0.111,0.622,0.378
603,0021401101,1610612766,Hornets,CHA,Charlotte,240,0.694,0.306,0.635,0.231,0.202,0.087,0.163,0.115,0.404,0.485,0.515,0.571,0.429,0.5,0.5
604,0021401102,1610612747,Lakers,LAL,Los Angeles,265,0.744,0.256,0.531,0.159,0.265,0.133,0.204,0.159,0.372,0.667,0.333,0.7,0.3,0.675,0.325
605,0021401102,1610612755,76ers,PHI,Philadelphia,265,0.688,0.313,0.523,0.09,0.27,0.135,0.207,0.189,0.432,0.655,0.345,0.8,0.2,0.692,0.308
606,0021401103,1610612737,Hawks,ATL,Atlanta,240,0.633,0.367,0.535,0.158,0.267,0.139,0.198,0.158,0.376,0.741,0.259,1.0,0.0,0.806,0.194
607,0021401103,1610612749,Bucks,MIL,Milwaukee,240,0.773,0.227,0.682,0.318,0.136,0.102,0.182,0.136,0.364,0.733,0.267,1.0,0.0,0.765,0.235
608,0021401104,1610612745,Rockets,HOU,Houston,240,0.679,0.321,0.563,0.063,0.25,0.146,0.188,0.156,0.5,0.556,0.444,0.75,0.25,0.6,0.4
609,0021401104,1610612761,Raptors,TOR,Toronto,240,0.718,0.282,0.545,0.141,0.242,0.101,0.212,0.162,0.404,0.519,0.481,0.75,0.25,0.571,0.429
610,0021401105,1610612758,Kings,SAC,Sacramento,240,0.802,0.198,0.675,0.193,0.181,0.12,0.145,0.096,0.482,0.464,0.536,0.6,0.4,0.485,0.515
611,0021401105,1610612763,Grizzlies,MEM,Memphis,240,0.723,0.277,0.619,0.165,0.247,0.155,0.134,0.196,0.454,0.533,0.467,0.875,0.125,0.605,0.395
612,0021401106,1610612750,Timberwolves,MIN,Minnesota,240,0.789,0.211,0.524,0.143,0.214,0.131,0.262,0.214,0.381,0.682,0.318,1.0,0.0,0.75,0.25
613,0021401106,1610612762,Jazz,UTA,Utah,240,0.598,0.402,0.558,0.154,0.288,0.212,0.154,0.183,0.404,0.31,0.69,0.9,0.1,0.462,0.538
614,0021401107,1610612756,Suns,PHX,Phoenix,240,0.816,0.184,0.814,0.302,0.105,0.186,0.081,0.093,0.512,0.429,0.571,1.0,0.0,0.474,0.526
615,0021401107,1610612757,Trail Blazers,POR,Portland,240,0.686,0.314,0.587,0.183,0.33,0.11,0.083,0.101,0.404,0.5,0.5,0.833,0.167,0.591,0.409
616,0021401108,1610612751,Nets,BKN,Brooklyn,240,0.775,0.225,0.559,0.18,0.243,0.108,0.198,0.144,0.378,0.548,0.452,0.889,0.111,0.625,0.375
617,0021401108,1610612754,Pacers,IND,Indiana,240,0.72,0.28,0.472,0.151,0.34,0.085,0.189,0.132,0.321,0.6,0.4,0.667,0.333,0.622,0.378
618,0021401109,1610612737,Hawks,ATL,Atlanta,240,0.702,0.298,0.674,0.232,0.253,0.105,0.074,0.179,0.442,0.531,0.469,1.0,0.0,0.625,0.375
619,0021401109,1610612765,Pistons,DET,Detroit,240,0.651,0.349,0.571,0.229,0.314,0.048,0.114,0.21,0.343,0.567,0.433,0.818,0.182,0.634,0.366
620,0021401110,1610612748,Heat,MIA,Miami,240,0.81,0.19,0.667,0.148,0.185,0.185,0.148,0.198,0.519,0.296,0.704,0.6,0.4,0.344,0.656
621,0021401110,1610612759,Spurs,SAS,San Antonio,240,0.757,0.243,0.611,0.168,0.253,0.168,0.137,0.221,0.442,0.448,0.552,1.0,0.0,0.568,0.432
622,0021401111,1610612744,Warriors,GSW,Golden State,240,0.753,0.247,0.545,0.164,0.218,0.1,0.236,0.136,0.382,0.7,0.3,0.875,0.125,0.737,0.263
623,0021401111,1610612746,Clippers,LAC,Los Angeles,240,0.732,0.268,0.566,0.17,0.17,0.123,0.264,0.123,0.396,0.5,0.5,0.667,0.333,0.528,0.472
624,0021401112,1610612765,Pistons,DET,Detroit,240,0.75,0.25,0.667,0.256,0.192,0.077,0.141,0.077,0.41,0.731,0.269,1.0,0.0,0.774,0.226
625,0021401112,1610612766,Hornets,CHA,Charlotte,240,0.756,0.244,0.569,0.255,0.265,0.157,0.167,0.137,0.314,0.517,0.483,0.667,0.333,0.553,0.447
626,0021401113,1610612753,Magic,ORL,Orlando,240,0.817,0.183,0.747,0.198,0.165,0.132,0.088,0.187,0.549,0.559,0.441,1.0,0.0,0.615,0.385
627,0021401113,1610612759,Spurs,SAS,San Antonio,240,0.663,0.337,0.427,0.117,0.379,0.078,0.194,0.155,0.311,0.364,0.636,0.923,0.077,0.571,0.429
628,0021401114,1610612755,76ers,PHI,Philadelphia,240,0.626,0.374,0.559,0.043,0.323,0.215,0.118,0.269,0.516,0.423,0.577,0.7,0.3,0.5,0.5
629,0021401114,1610612764,Wizards,WAS,Washington,240,0.842,0.158,0.755,0.358,0.113,0.113,0.132,0.113,0.396,0.725,0.275,1.0,0.0,0.75,0.25
630,0021401115,1610612738,Celtics,BOS,Boston,240,0.686,0.314,0.66,0.24,0.18,0.19,0.16,0.05,0.42,0.697,0.303,1.0,0.0,0.744,0.256
631,0021401115,1610612754,Pacers,IND,Indiana,240,0.815,0.185,0.644,0.23,0.207,0.103,0.149,0.161,0.414,0.464,0.536,0.667,0.333,0.5,0.5
632,0021401116,1610612751,Nets,BKN,Brooklyn,240,0.802,0.198,0.64,0.12,0.27,0.1,0.09,0.16,0.52,0.5,0.5,0.889,0.111,0.585,0.415
633,0021401116,1610612752,Knicks,NYK,New York,240,0.716,0.284,0.531,0.163,0.337,0.082,0.133,0.082,0.367,0.423,0.577,0.818,0.182,0.541,0.459
634,0021401117,1610612745,Rockets,HOU,Houston,240,0.551,0.449,0.4,0.035,0.47,0.148,0.13,0.235,0.365,0.478,0.522,0.722,0.278,0.585,0.415
635,0021401117,1610612758,Kings,SAC,Sacramento,240,0.854,0.146,0.739,0.09,0.189,0.18,0.072,0.18,0.649,0.585,0.415,0.857,0.143,0.625,0.375
636,0021401118,1610612741,Bulls,CHI,Chicago,240,0.649,0.351,0.571,0.154,0.165,0.099,0.264,0.165,0.418,0.5,0.5,1.0,0.0,0.581,0.419
637,0021401118,1610612749,Bucks,MIL,Milwaukee,240,0.764,0.236,0.611,0.147,0.253,0.105,0.137,0.2,0.463,0.241,0.759,1.0,0.0,0.405,0.595
638,0021401119,1610612750,Timberwolves,MIN,Minnesota,240,0.818,0.182,0.727,0.242,0.152,0.111,0.121,0.182,0.485,0.444,0.556,1.0,0.0,0.512,0.488
639,0021401119,1610612761,Raptors,TOR,Toronto,240,0.605,0.395,0.513,0.106,0.345,0.044,0.142,0.106,0.407,0.448,0.552,0.923,0.077,0.595,0.405
640,0021401120,1610612742,Mavericks,DAL,Dallas,240,0.835,0.165,0.77,0.237,0.089,0.119,0.141,0.141,0.533,0.596,0.404,1.0,0.0,0.625,0.375
641,0021401120,1610612760,Thunder,OKC,Oklahoma City,240,0.667,0.333,0.473,0.122,0.321,0.107,0.206,0.061,0.351,0.29,0.71,1.0,0.0,0.511,0.489
642,0021401121,1610612743,Nuggets,DEN,Denver,240,0.653,0.347,0.619,0.167,0.25,0.131,0.131,0.226,0.452,0.385,0.615,0.429,0.571,0.394,0.606
643,0021401121,1610612762,Jazz,UTA,Utah,240,0.701,0.299,0.571,0.143,0.276,0.082,0.153,0.102,0.429,0.536,0.464,1.0,0.0,0.649,0.351
644,0021401122,1610612746,Clippers,LAC,Los Angeles,240,0.674,0.326,0.492,0.286,0.357,0.056,0.151,0.063,0.206,0.613,0.387,0.733,0.267,0.652,0.348
645,0021401122,1610612757,Trail Blazers,POR,Portland,240,0.719,0.281,0.525,0.213,0.32,0.066,0.156,0.074,0.311,0.531,0.469,0.615,0.385,0.556,0.444
646,0021401123,1610612740,Pelicans,NOP,New Orleans,240,0.795,0.205,0.619,0.177,0.239,0.08,0.142,0.097,0.442,0.657,0.343,0.889,0.111,0.705,0.295
647,0021401123,1610612747,Lakers,LAL,Los Angeles,240,0.807,0.193,0.696,0.217,0.163,0.152,0.141,0.076,0.478,0.531,0.469,1.0,0.0,0.595,0.405
648,0021500001,1610612737,Hawks,ATL,Atlanta,240,0.671,0.329,0.617,0.17,0.255,0.16,0.128,0.202,0.447,0.483,0.517,1.0,0.0,0.595,0.405
649,0021500001,1610612765,Pistons,DET,Detroit,240,0.698,0.302,0.472,0.132,0.34,0.094,0.189,0.189,0.34,0.6,0.4,0.667,0.333,0.622,0.378
650,0021500002,1610612739,Cavaliers,CLE,Cleveland,240,0.691,0.309,0.611,0.168,0.284,0.137,0.105,0.158,0.442,0.621,0.379,0.889,0.111,0.684,0.316
651,0021500002,1610612741,Bulls,CHI,Chicago,240,0.782,0.218,0.619,0.289,0.216,0.155,0.165,0.134,0.33,0.233,0.767,0.857,0.143,0.351,0.649
652,0021500003,1610612740,Pelicans,NOP,New Orleans,240,0.783,0.217,0.611,0.189,0.189,0.189,0.2,0.305,0.421,0.586,0.414,0.667,0.333,0.6,0.4
653,0021500003,1610612744,Warriors,GSW,Golden State,240,0.688,0.313,0.577,0.09,0.243,0.117,0.18,0.234,0.486,0.688,0.313,0.778,0.222,0.707,0.293
654,0021500004,1610612753,Magic,ORL,Orlando,240,0.74,0.26,0.736,0.207,0.172,0.138,0.092,0.172,0.529,0.5,0.5,0.8,0.2,0.541,0.459
655,0021500004,1610612764,Wizards,WAS,Washington,240,0.667,0.333,0.591,0.25,0.239,0.193,0.17,0.159,0.341,0.462,0.538,0.714,0.286,0.515,0.485
656,0021500005,1610612738,Celtics,BOS,Boston,240,0.718,0.282,0.554,0.089,0.214,0.232,0.232,0.304,0.464,0.774,0.226,0.875,0.125,0.795,0.205
657,0021500005,1610612755,76ers,PHI,Philadelphia,240,0.735,0.265,0.568,0.021,0.221,0.074,0.211,0.189,0.547,0.259,0.741,0.714,0.286,0.353,0.647
658,0021500006,1610612741,Bulls,CHI,Chicago,240,0.641,0.359,0.487,0.122,0.365,0.087,0.148,0.104,0.365,0.357,0.643,0.714,0.286,0.476,0.524
659,0021500006,1610612751,Nets,BKN,Brooklyn,240,0.903,0.097,0.78,0.32,0.0,0.08,0.22,0.22,0.46,0.487,0.513,0.0,0.0,0.487,0.513
660,0021500007,1610612762,Jazz,UTA,Utah,240,0.84,0.16,0.759,0.184,0.069,0.023,0.172,0.195,0.575,0.394,0.606,1.0,0.0,0.429,0.571
661,0021500007,1610612765,Pistons,DET,Detroit,240,0.743,0.257,0.5,0.087,0.228,0.065,0.272,0.087,0.413,0.435,0.565,0.857,0.143,0.533,0.467
662,0021500008,1610612748,Heat,MIA,Miami,240,0.726,0.274,0.462,0.077,0.346,0.144,0.192,0.106,0.385,0.5,0.5,0.917,0.083,0.639,0.361
663,0021500008,1610612766,Hornets,CHA,Charlotte,240,0.714,0.286,0.574,0.128,0.191,0.085,0.234,0.202,0.447,0.444,0.556,0.667,0.333,0.485,0.515
664,0021500009,1610612754,Pacers,IND,Indiana,240,0.733,0.267,0.465,0.101,0.273,0.202,0.263,0.182,0.364,0.609,0.391,1.0,0.0,0.719,0.281
665,0021500009,1610612761,Raptors,TOR,Toronto,240,0.775,0.225,0.547,0.113,0.198,0.085,0.255,0.113,0.434,0.414,0.586,1.0,0.0,0.528,0.472
666,0021500010,1610612743,Nuggets,DEN,Denver,240,0.658,0.342,0.514,0.114,0.371,0.086,0.114,0.143,0.4,0.63,0.37,0.692,0.308,0.65,0.35
667,0021500010,1610612745,Rockets,HOU,Houston,240,0.598,0.402,0.518,0.024,0.282,0.129,0.2,0.306,0.494,0.455,0.545,0.875,0.125,0.567,0.433
668,0021500011,1610612739,Cavaliers,CLE,Cleveland,240,0.655,0.345,0.528,0.075,0.368,0.245,0.104,0.217,0.453,0.643,0.357,0.846,0.154,0.707,0.293
669,0021500011,1610612763,Grizzlies,MEM,Memphis,240,0.805,0.195,0.711,0.237,0.079,0.105,0.211,0.158,0.474,0.481,0.519,1.0,0.0,0.517,0.483
670,0021500012,1610612749,Bucks,MIL,Milwaukee,240,0.791,0.209,0.433,0.041,0.278,0.082,0.289,0.144,0.392,0.429,0.571,0.889,0.111,0.567,0.433
671,0021500012,1610612752,Knicks,NYK,New York,240,0.753,0.247,0.541,0.131,0.221,0.156,0.238,0.205,0.41,0.455,0.545,1.0,0.0,0.571,0.429
672,0021500013,1610612759,Spurs,SAS,San Antonio,240,0.839,0.161,0.755,0.264,0.142,0.094,0.104,0.123,0.491,0.425,0.575,1.0,0.0,0.489,0.511
673,0021500013,1610612760,Thunder,OKC,Oklahoma City,240,0.779,0.221,0.625,0.232,0.188,0.063,0.188,0.143,0.393,0.457,0.543,0.714,0.286,0.5,0.5
674,0021500014,1610612742,Mavericks,DAL,Dallas,240,0.753,0.247,0.541,0.108,0.27,0.225,0.189,0.117,0.432,0.533,0.467,0.8,0.2,0.6,0.4
675,0021500014,1610612756,Suns,PHX,Phoenix,240,0.724,0.276,0.589,0.211,0.189,0.179,0.221,0.042,0.379,0.321,0.679,1.0,0.0,0.441,0.559
676,0021500015,1610612740,Pelicans,NOP,New Orleans,240,0.637,0.363,0.532,0.149,0.351,0.096,0.117,0.149,0.383,0.44,0.56,0.727,0.273,0.528,0.472
677,0021500015,1610612757,Trail Blazers,POR,Portland,240,0.636,0.364,0.571,0.161,0.321,0.107,0.107,0.116,0.411,0.406,0.594,0.75,0.25,0.5,0.5
678,0021500016,1610612746,Clippers,LAC,Los Angeles,240,0.763,0.238,0.649,0.324,0.162,0.072,0.189,0.198,0.324,0.417,0.583,0.833,0.167,0.476,0.524
679,0021500016,1610612758,Kings,SAC,Sacramento,240,0.745,0.255,0.577,0.115,0.317,0.077,0.106,0.163,0.462,0.467,0.533,0.909,0.091,0.585,0.415
680,0021500017,1610612747,Lakers,LAL,Los Angeles,240,0.624,0.376,0.468,0.162,0.243,0.063,0.288,0.054,0.306,0.385,0.615,0.889,0.111,0.514,0.486
681,0021500017,1610612750,Timberwolves,MIN,Minnesota,240,0.759,0.241,0.589,0.232,0.134,0.152,0.277,0.17,0.357,0.606,0.394,0.8,0.2,0.632,0.368
682,0021500018,1610612754,Pacers,IND,Indiana,240,0.615,0.385,0.485,0.233,0.35,0.117,0.165,0.117,0.252,0.52,0.48,0.833,0.167,0.622,0.378
683,0021500018,1610612763,Grizzlies,MEM,Memphis,240,0.805,0.195,0.607,0.179,0.188,0.107,0.205,0.161,0.429,0.559,0.441,1.0,0.0,0.634,0.366
684,0021500019,1610612737,Hawks,ATL,Atlanta,240,0.711,0.289,0.571,0.107,0.268,0.223,0.161,0.25,0.464,0.5,0.5,1.0,0.0,0.619,0.381
685,0021500019,1610612752,Knicks,NYK,New York,240,0.688,0.312,0.634,0.158,0.178,0.168,0.188,0.149,0.475,0.5,0.5,0.833,0.167,0.553,0.447
686,0021500020,1610612742,Mavericks,DAL,Dallas,240,0.691,0.309,0.659,0.25,0.205,0.091,0.136,0.068,0.409,0.552,0.448,1.0,0.0,0.629,0.371
687,0021500020,1610612746,Clippers,LAC,Los Angeles,240,0.644,0.356,0.577,0.192,0.231,0.173,0.192,0.135,0.385,0.533,0.467,0.625,0.375,0.553,0.447
688,0021500021,1610612739,Cavaliers,CLE,Cleveland,240,0.709,0.291,0.647,0.196,0.176,0.078,0.176,0.098,0.451,0.576,0.424,1.0,0.0,0.641,0.359
689,0021500021,1610612748,Heat,MIA,Miami,240,0.727,0.273,0.587,0.174,0.196,0.12,0.217,0.141,0.413,0.593,0.407,0.833,0.167,0.636,0.364
690,0021500022,1610612753,Magic,ORL,Orlando,290,0.689,0.311,0.515,0.088,0.265,0.147,0.221,0.184,0.426,0.457,0.543,0.75,0.25,0.532,0.468
691,0021500022,1610612760,Thunder,OKC,Oklahoma City,290,0.755,0.245,0.604,0.144,0.173,0.086,0.223,0.122,0.46,0.31,0.69,0.75,0.25,0.38,0.62
692,0021500023,1610612755,76ers,PHI,Philadelphia,240,0.762,0.238,0.366,0.056,0.254,0.099,0.38,0.127,0.31,0.769,0.231,0.833,0.167,0.789,0.211
693,0021500023,1610612762,Jazz,UTA,Utah,240,0.852,0.148,0.586,0.182,0.212,0.101,0.202,0.202,0.404,0.448,0.552,0.857,0.143,0.528,0.472
694,0021500024,1610612738,Celtics,BOS,Boston,240,0.694,0.306,0.485,0.117,0.204,0.214,0.311,0.252,0.369,0.64,0.36,1.0,0.0,0.719,0.281
695,0021500024,1610612761,Raptors,TOR,Toronto,240,0.683,0.317,0.442,0.142,0.292,0.053,0.265,0.195,0.301,0.48,0.52,1.0,0.0,0.639,0.361
696,0021500025,1610612741,Bulls,CHI,Chicago,265,0.738,0.262,0.574,0.149,0.223,0.17,0.202,0.202,0.426,0.444,0.556,0.857,0.143,0.529,0.471
697,0021500025,1610612765,Pistons,DET,Detroit,265,0.731,0.269,0.673,0.143,0.184,0.122,0.143,0.214,0.531,0.424,0.576,0.667,0.333,0.462,0.538
698,0021500026,1610612737,Hawks,ATL,Atlanta,240,0.723,0.277,0.577,0.144,0.247,0.216,0.175,0.268,0.433,0.536,0.464,1.0,0.0,0.639,0.361
699,0021500026,1610612766,Hornets,CHA,Charlotte,240,0.659,0.341,0.511,0.17,0.383,0.138,0.106,0.128,0.34,0.542,0.458,0.833,0.167,0.639,0.361
700,0021500027,1610612749,Bucks,MIL,Milwaukee,240,0.707,0.293,0.619,0.177,0.186,0.115,0.195,0.177,0.442,0.743,0.257,1.0,0.0,0.786,0.214
701,0021500027,1610612764,Wizards,WAS,Washington,240,0.691,0.309,0.39,0.119,0.305,0.144,0.305,0.136,0.271,0.609,0.391,0.917,0.083,0.714,0.286
702,0021500028,1610612751,Nets,BKN,Brooklyn,240,0.792,0.208,0.693,0.267,0.2,0.0,0.107,0.133,0.427,0.5,0.5,0.8,0.2,0.548,0.452
703,0021500028,1610612759,Spurs,SAS,San Antonio,240,0.744,0.256,0.608,0.196,0.265,0.088,0.127,0.137,0.412,0.452,0.548,1.0,0.0,0.575,0.425
704,0021500029,1610612743,Nuggets,DEN,Denver,240,0.737,0.263,0.615,0.051,0.192,0.09,0.192,0.179,0.564,0.5,0.5,0.6,0.4,0.517,0.483
705,0021500029,1610612750,Timberwolves,MIN,Minnesota,240,0.845,0.155,0.589,0.211,0.063,0.126,0.347,0.168,0.379,0.571,0.429,1.0,0.0,0.6,0.4
706,0021500030,1610612744,Warriors,GSW,Golden State,240,0.72,0.28,0.607,0.161,0.241,0.152,0.152,0.17,0.446,0.559,0.441,0.778,0.222,0.605,0.395
707,0021500030,1610612745,Rockets,HOU,Houston,240,0.72,0.28,0.543,0.087,0.163,0.141,0.293,0.098,0.457,0.56,0.44,1.0,0.0,0.633,0.367
708,0021500031,1610612747,Lakers,LAL,Los Angeles,240,0.618,0.382,0.526,0.193,0.289,0.193,0.184,0.088,0.333,0.333,0.667,0.909,0.091,0.488,0.512
709,0021500031,1610612758,Kings,SAC,Sacramento,240,0.782,0.218,0.697,0.091,0.136,0.25,0.167,0.227,0.606,0.457,0.543,0.833,0.167,0.5,0.5
710,0021500032,1610612756,Suns,PHX,Phoenix,240,0.783,0.217,0.6,0.073,0.109,0.164,0.291,0.264,0.527,0.424,0.576,0.75,0.25,0.459,0.541
711,0021500032,1610612757,Trail Blazers,POR,Portland,240,0.721,0.279,0.543,0.109,0.293,0.185,0.163,0.217,0.435,0.4,0.6,0.778,0.222,0.5,0.5
712,0021500033,1610612754,Pacers,IND,Indiana,240,0.757,0.243,0.632,0.289,0.158,0.171,0.211,0.211,0.342,0.25,0.75,1.0,0.0,0.357,0.643
713,0021500033,1610612762,Jazz,UTA,Utah,240,0.83,0.17,0.68,0.165,0.186,0.093,0.134,0.309,0.515,0.333,0.667,0.667,0.333,0.385,0.615
714,0021500034,1610612752,Knicks,NYK,New York,240,0.779,0.221,0.547,0.291,0.231,0.085,0.222,0.162,0.256,0.469,0.531,0.667,0.333,0.512,0.488
715,0021500034,1610612764,Wizards,WAS,Washington,240,0.756,0.244,0.582,0.164,0.164,0.255,0.255,0.209,0.418,0.438,0.563,0.5,0.5,0.447,0.553
716,0021500035,1610612740,Pelicans,NOP,New Orleans,240,0.78,0.22,0.633,0.167,0.2,0.075,0.167,0.092,0.467,0.447,0.553,0.625,0.375,0.478,0.522
717,0021500035,1610612744,Warriors,GSW,Golden State,240,0.643,0.357,0.433,0.164,0.381,0.179,0.187,0.179,0.269,0.586,0.414,0.529,0.471,0.565,0.435
718,0021500036,1610612751,Nets,BKN,Brooklyn,240,0.835,0.165,0.769,0.154,0.099,0.088,0.132,0.088,0.615,0.514,0.486,1.0,0.0,0.553,0.447
719,0021500036,1610612763,Grizzlies,MEM,Memphis,240,0.713,0.288,0.495,0.079,0.267,0.129,0.238,0.099,0.416,0.68,0.32,1.0,0.0,0.765,0.235
720,0021500037,1610612756,Suns,PHX,Phoenix,240,0.66,0.34,0.554,0.198,0.327,0.079,0.119,0.198,0.356,0.25,0.75,0.818,0.182,0.41,0.59
721,0021500037,1610612757,Trail Blazers,POR,Portland,240,0.62,0.38,0.556,0.222,0.267,0.167,0.178,0.111,0.333,0.56,0.44,0.75,0.25,0.606,0.394
722,0021500038,1610612746,Clippers,LAC,Los Angeles,240,0.776,0.224,0.614,0.158,0.105,0.07,0.281,0.14,0.456,0.657,0.343,0.5,0.5,0.641,0.359
723,0021500038,1610612758,Kings,SAC,Sacramento,240,0.822,0.178,0.679,0.22,0.165,0.092,0.156,0.239,0.459,0.432,0.568,0.667,0.333,0.465,0.535
724,0021500039,1610612737,Hawks,ATL,Atlanta,240,0.67,0.33,0.638,0.17,0.223,0.128,0.138,0.16,0.468,0.533,0.467,0.857,0.143,0.595,0.405
725,0021500039,1610612766,Hornets,CHA,Charlotte,240,0.57,0.43,0.391,0.065,0.457,0.141,0.152,0.13,0.326,0.778,0.222,0.929,0.071,0.844,0.156
726,0021500040,1610612738,Celtics,BOS,Boston,240,0.704,0.296,0.667,0.069,0.207,0.057,0.126,0.207,0.598,0.517,0.483,1.0,0.0,0.6,0.4
727,0021500040,1610612759,Spurs,SAS,San Antonio,240,0.771,0.229,0.653,0.253,0.158,0.053,0.189,0.126,0.4,0.548,0.452,1.0,0.0,0.611,0.389
728,0021500041,1610612745,Rockets,HOU,Houston,240,0.544,0.456,0.494,0.045,0.337,0.09,0.169,0.191,0.449,0.455,0.545,1.0,0.0,0.625,0.375
729,0021500041,1610612748,Heat,MIA,Miami,240,0.744,0.256,0.606,0.037,0.248,0.147,0.147,0.202,0.569,0.485,0.515,0.889,0.111,0.571,0.429
730,0021500042,1610612749,Bucks,MIL,Milwaukee,240,0.725,0.275,0.552,0.046,0.172,0.172,0.276,0.195,0.506,0.667,0.333,1.0,0.0,0.724,0.276
731,0021500042,1610612761,Raptors,TOR,Toronto,240,0.722,0.278,0.566,0.075,0.311,0.066,0.123,0.226,0.491,0.4,0.6,0.909,0.091,0.537,0.463
732,0021500043,1610612741,Bulls,CHI,Chicago,240,0.678,0.322,0.565,0.196,0.228,0.065,0.207,0.185,0.37,0.615,0.385,1.0,0.0,0.697,0.303
733,0021500043,1610612753,Magic,ORL,Orlando,240,0.744,0.256,0.644,0.184,0.241,0.138,0.115,0.103,0.46,0.5,0.5,1.0,0.0,0.6,0.4
734,0021500044,1610612743,Nuggets,DEN,Denver,240,0.717,0.283,0.559,0.172,0.29,0.151,0.151,0.247,0.387,0.423,0.577,1.0,0.0,0.571,0.429
735,0021500044,1610612760,Thunder,OKC,Oklahoma City,240,0.709,0.291,0.547,0.103,0.333,0.197,0.12,0.179,0.444,0.688,0.313,0.769,0.231,0.711,0.289
736,0021500045,1610612742,Mavericks,DAL,Dallas,240,0.655,0.345,0.563,0.175,0.32,0.058,0.117,0.146,0.388,0.586,0.414,1.0,0.0,0.7,0.3
737,0021500045,1610612747,Lakers,LAL,Los Angeles,240,0.6,0.4,0.452,0.065,0.323,0.14,0.226,0.129,0.387,0.476,0.524,0.8,0.2,0.581,0.419
738,0021500046,1610612739,Cavaliers,CLE,Cleveland,240,0.728,0.272,0.636,0.131,0.224,0.262,0.14,0.159,0.505,0.618,0.382,0.875,0.125,0.667,0.333
