,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_PTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,DATE,IS_REGULAR_SEASON
141,101161,Amir Johnson,1610612738,BOS,0021500129,1,1,0,36.0,52.0,40.0,4.0,1.0,1.0,5.0,10.0,6.0,0.077,0.115,2015-11-13,1
142,101161,Amir Johnson,1610612738,BOS,0021500149,1,1,0,30.0,53.0,42.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.038,2015-11-15,1
143,101162,Marcin Gortat,1610612764,WAS,0021500004,1,1,0,36.0,33.0,24.0,2.0,0.0,0.0,5.0,5.0,2.0,0.061,0.061,2015-10-28,1
144,101162,Marcin Gortat,1610612764,WAS,0021500027,1,1,0,26.0,37.0,28.0,1.0,0.0,0.0,4.0,2.0,1.0,0.027,0.027,2015-10-30,1
145,101162,Marcin Gortat,1610612764,WAS,0021500034,1,0,1,26.0,32.0,23.0,1.0,0.0,0.0,1.0,2.0,1.0,0.031,0.031,2015-10-31,1
146,101162,Marcin Gortat,1610612764,WAS,0021500061,1,1,0,28.0,29.0,25.0,1.0,0.0,2.0,3.0,2.0,3.0,0.034,0.103,2015-11-04,1
147,101162,Marcin Gortat,1610612764,WAS,0021500076,1,0,1,26.0,37.0,27.0,5.0,0.0,0.0,6.0,10.0,5.0,0.135,0.135,2015-11-06,1
148,101162,Marcin Gortat,1610612764,WAS,0021500086,1,0,1,26.0,45.0,29.0,1.0,0.0,0.0,2.0,2.0,1.0,0.022,0.022,2015-11-07,1
149,101162,Marcin Gortat,1610612764,WAS,0021500107,1,0,1,27.0,33.0,29.0,1.0,0.0,0.0,2.0,2.0,1.0,0.03,0.03,2015-11-10,1
150,101162,Marcin Gortat,1610612764,WAS,0021500139,1,1,0,28.0,35.0,24.0,1.0,0.0,2.0,1.0,3.0,3.0,0.029,0.086,2015-11-14,1
